platform,score,link,userScore,releaseDate,Title,
ps2,70,https://www.metacritic.com/game/playstation-2/fatal-fury-battle-archives-volume-2,,2008-04-08,Fatal Fury: Battle Archives Volume 2,
ps2,70,https://www.metacritic.com/game/playstation-2/tom-clancys-rainbow-six-3,8.1,2004-03-24,Tom Clancy's Rainbow Six 3,
ps2,70,https://www.metacritic.com/game/playstation-2/crash-of-the-titans,6.5,2007-10-04,Crash of the Titans,
ps2,70,https://www.metacritic.com/game/playstation-2/nfl-street-3,8.5,2006-11-14,NFL Street 3,
ps2,70,https://www.metacritic.com/game/playstation-2/dance-dance-revolution-supernova-2,8,2007-09-25,Dance Dance Revolution SuperNOVA 2,
ps2,70,https://www.metacritic.com/game/playstation-2/greg-hastings-tournament-paintball-maxd,8.2,2006-09-26,Greg Hastings' Tournament Paintball Max'd,
ps2,70,https://www.metacritic.com/game/playstation-2/killer7,8.7,2005-07-07,Killer7,
ps2,70,https://www.metacritic.com/game/playstation-2/singstar-pop-vol-2,,2008-09-23,SingStar Pop Vol. 2,
ps2,70,https://www.metacritic.com/game/playstation-2/okage-shadow-king,8,2001-10-01,Okage: Shadow King,
ps2,70,https://www.metacritic.com/game/playstation-2/thrillville-off-the-rails,2.1,2007-10-09,Thrillville: Off the Rails,
ps2,70,https://www.metacritic.com/game/playstation-2/ferrari-f355-challenge,5.5,2002-09-28,Ferrari F355 Challenge,
ps2,70,https://www.metacritic.com/game/playstation-2/mana-khemia-2-fall-of-alchemy,8.5,2009-08-25,Mana Khemia 2: Fall of Alchemy,
ps2,70,https://www.metacritic.com/game/playstation-2/syphon-filter-dark-mirror,8.3,2007-09-18,Syphon Filter: Dark Mirror,
ps2,70,https://www.metacritic.com/game/playstation-2/sega-superstars-tennis,8.3,2008-03-18,Sega Superstars Tennis,
ps2,70,https://www.metacritic.com/game/playstation-2/ty-the-tasmanian-tiger,8.8,2002-09-10,Ty the Tasmanian Tiger,
ps2,69,https://www.metacritic.com/game/playstation-2/wild-arms-4,7,2006-01-10,Wild Arms 4,
ps2,69,https://www.metacritic.com/game/playstation-2/shining-force-neo,8.2,2005-10-20,Shining Force Neo,
ps2,69,https://www.metacritic.com/game/playstation-2/herdy-gerdy,5.2,2002-03-04,Herdy Gerdy,
ps2,69,https://www.metacritic.com/game/playstation-2/mxrider,7.3,2001-10-30,MXRider,
ps2,69,https://www.metacritic.com/game/playstation-2/mana-khemia-alchemists-of-al-revis,8.8,2008-04-01,Mana Khemia: Alchemists of Al-Revis,
ps2,69,https://www.metacritic.com/game/playstation-2/driver-parallel-lines,7.1,2006-03-14,Driver: Parallel Lines,
ps2,69,https://www.metacritic.com/game/playstation-2/indycar-series,,2003-05-21,IndyCar Series,
ps2,69,https://www.metacritic.com/game/playstation-2/guitar-hero-encore-rocks-the-80s,6.4,2007-07-24,Guitar Hero Encore: Rocks the 80s,
ps2,69,https://www.metacritic.com/game/playstation-2/hackgu-vol-1rebirth,8,2006-10-24,.hack//G.U. vol. 1//Rebirth,
ps2,69,https://www.metacritic.com/game/playstation-2/one-piece-grand-battle,8.3,2005-09-07,One Piece: Grand Battle,
ps2,69,https://www.metacritic.com/game/playstation-2/the-haunted-mansion,8.1,2003-10-14,The Haunted Mansion,
ps2,69,https://www.metacritic.com/game/playstation-2/shark-tale,6,2004-09-27,Shark Tale,
ps2,69,https://www.metacritic.com/game/playstation-2/snk-arcade-classics-vol-1,,2008-05-05,SNK Arcade Classics Vol. 1,
ps2,69,https://www.metacritic.com/game/playstation-2/nba-ballers-phenom,8.5,2006-04-05,NBA Ballers: Phenom,
ps2,69,https://www.metacritic.com/game/playstation-2/haven-call-of-the-king,6.9,2002-11-17,Haven: Call of the King,
ps2,69,https://www.metacritic.com/game/playstation-2/rpg-maker-3,7.9,2005-09-21,RPG Maker 3,
ps2,69,https://www.metacritic.com/game/playstation-2/marc-eckos-getting-up-contents-under-pressure,7.4,2006-02-14,Marc Ecko's Getting Up: Contents Under Pressure,
ps2,69,https://www.metacritic.com/game/playstation-2/swat-global-strike-team,7.8,2003-10-29,SWAT: Global Strike Team,
ps2,69,https://www.metacritic.com/game/playstation-2/buzz!-junior-dino-den,,2008-09-25,Buzz! Junior: Dino Den,
ps2,69,https://www.metacritic.com/game/playstation-2/madagascar,7.4,2005-05-23,Madagascar,
ps2,69,https://www.metacritic.com/game/playstation-2/ghosthunter,8.7,2004-08-17,Ghosthunter,
ps2,69,https://www.metacritic.com/game/playstation-2/gallop-racer-2006,8.3,2006-05-02,Gallop Racer 2006,
ps2,69,https://www.metacritic.com/game/playstation-2/disneys-chicken-little-ace-in-action,,2006-11-09,Disney's Chicken Little: Ace in Action,
ps2,69,https://www.metacritic.com/game/playstation-2/scooby-doo!-night-of-100-frights,8.6,2002-05-20,Scooby-Doo! Night of 100 Frights,
ps2,69,https://www.metacritic.com/game/playstation-2/oni,7.3,2001-01-29,Oni,
ps2,69,https://www.metacritic.com/game/playstation-2/thrillville,3.1,2006-11-21,Thrillville,
ps2,69,https://www.metacritic.com/game/playstation-2/the-matrix-path-of-neo,7.7,2005-11-07,The Matrix: Path of Neo,
ps2,69,https://www.metacritic.com/game/playstation-2/silent-line-armored-core,8.6,2003-07-17,Silent Line: Armored Core,
ps2,69,https://www.metacritic.com/game/playstation-2/crash-nitro-kart,8,2003-11-11,Crash Nitro Kart,
ps2,69,https://www.metacritic.com/game/playstation-2/clock-tower-3,7.6,2003-03-18,Clock Tower 3,
ps2,69,https://www.metacritic.com/game/playstation-2/tony-hawks-project-8,7.2,2006-11-07,Tony Hawk's Project 8,
ps2,69,https://www.metacritic.com/game/playstation-2/from-russia-with-love,7.6,2005-11-01,From Russia With Love,
ps2,69,https://www.metacritic.com/game/playstation-2/singstar-rocks!,7.1,2006-11-14,SingStar Rocks!,
ps2,69,https://www.metacritic.com/game/playstation-2/downforce,7.8,2002-06-14,Downforce,
ps2,69,https://www.metacritic.com/game/playstation-2/dynasty-warriors-5,8.7,2005-03-29,Dynasty Warriors 5,
ps2,69,https://www.metacritic.com/game/playstation-2/mega-man-x-command-mission,9,2004-09-21,Mega Man X: Command Mission,
ps2,69,https://www.metacritic.com/game/playstation-2/romance-of-the-three-kingdoms-xi,8.4,2007-02-06,Romance of the Three Kingdoms XI,
ps2,69,https://www.metacritic.com/game/playstation-2/kya-dark-lineage,8.4,2003-11-18,Kya: Dark Lineage,
ps2,68,https://www.metacritic.com/game/playstation-2/kingdom-hearts-re-chain-of-memories,7.8,2008-12-02,Kingdom Hearts Re: Chain of Memories,
ps2,68,https://www.metacritic.com/game/playstation-2/the-sims-2-pets,7.8,2006-10-17,The Sims 2: Pets,
ps2,68,https://www.metacritic.com/game/playstation-2/rise-to-honor,8.7,2004-02-17,Rise to Honor,
ps2,68,https://www.metacritic.com/game/playstation-2/sega-bass-fishing-duel,,2002-09-23,Sega Bass Fishing Duel,
ps2,68,https://www.metacritic.com/game/playstation-2/unison-rebels-of-rhythm-dance,,2001-03-22,Unison: Rebels of Rhythm & Dance,
ps2,68,https://www.metacritic.com/game/playstation-2/cold-fear,8.1,2005-03-15,Cold Fear,
ps2,68,https://www.metacritic.com/game/playstation-2/hannspree-ten-kate-honda-sbk-07-superbike-world-championship,8.2,2007-10-29,Hannspree Ten Kate Honda: SBK-07 Superbike World Championship,
ps2,68,https://www.metacritic.com/game/playstation-2/world-tour-soccer-2005,7.9,2004-04-14,World Tour Soccer 2005,
ps2,68,https://www.metacritic.com/game/playstation-2/the-chronicles-of-narnia-the-lion-the-witch-and-the-wardrobe,8.1,2005-11-14,"The Chronicles of Narnia: The Lion, The Witch and The Wardrobe",
ps2,68,https://www.metacritic.com/game/playstation-2/rise-of-the-kasai,8,2005-04-05,Rise of the Kasai,
ps2,68,https://www.metacritic.com/game/playstation-2/tak-and-the-power-of-juju,8.6,2003-10-15,Tak and the Power of Juju,
ps2,68,https://www.metacritic.com/game/playstation-2/suikoden-tactics,8.5,2005-11-08,Suikoden Tactics,
ps2,68,https://www.metacritic.com/game/playstation-2/evil-dead-regeneration,8.6,2005-09-13,Evil Dead: Regeneration,
ps2,68,https://www.metacritic.com/game/playstation-2/the-punisher,8.1,2005-01-17,The Punisher,
ps2,68,https://www.metacritic.com/game/playstation-2/goblin-commander-unleash-the-horde,8.5,2003-11-11,Goblin Commander: Unleash the Horde,
ps2,68,https://www.metacritic.com/game/playstation-2/harry-potter-quidditch-world-cup,6.8,2003-10-28,Harry Potter: Quidditch World Cup,
ps2,68,https://www.metacritic.com/game/playstation-2/atv-quad-power-racing-2,7.5,2003-01-13,ATV Quad Power Racing 2,
ps2,68,https://www.metacritic.com/game/playstation-2/ultimate-fighting-championship-throwdown,8,2002-06-03,Ultimate Fighting Championship: Throwdown,
ps2,68,https://www.metacritic.com/game/playstation-2/nascar-07,8.4,2006-09-06,NASCAR 07,
ps2,68,https://www.metacritic.com/game/playstation-2/star-wars-the-force-unleashed,7.2,2008-09-16,Star Wars: The Force Unleashed,
ps2,68,https://www.metacritic.com/game/playstation-2/gallop-racer-2003-a-new-breed,8.5,2003-03-31,Gallop Racer 2003: A New Breed,
ps2,68,https://www.metacritic.com/game/playstation-2/army-men-rts,9,2002-03-27,Army Men: RTS,
ps2,68,https://www.metacritic.com/game/playstation-2/monster-hunter,8.8,2004-09-21,Monster Hunter,
ps2,68,https://www.metacritic.com/game/playstation-2/wallace-gromit-curse-of-the-were-rabbit,3.2,2005-09-29,Wallace & Gromit: Curse of the Were-Rabbit,
ps2,68,https://www.metacritic.com/game/playstation-2/ice-age-2-the-meltdown,7.8,2006-03-14,Ice Age 2: The Meltdown,
ps2,68,https://www.metacritic.com/game/playstation-2/atelier-iris-2-the-azoth-of-destiny,8.2,2006-04-25,Atelier Iris 2: The Azoth of Destiny,
ps2,68,https://www.metacritic.com/game/playstation-2/harry-potter-and-the-goblet-of-fire,6.4,2005-11-08,Harry Potter and the Goblet of Fire,
ps2,68,https://www.metacritic.com/game/playstation-2/nightshade,7.9,2004-02-10,Nightshade,
ps2,68,https://www.metacritic.com/game/playstation-2/taito-legends,,2005-10-25,Taito Legends,
ps2,68,https://www.metacritic.com/game/playstation-2/mega-man-x8,8.9,2004-12-07,Mega Man X8,
ps2,68,https://www.metacritic.com/game/playstation-2/batman-vengeance,7,2001-10-15,Batman: Vengeance,
ps2,68,https://www.metacritic.com/game/playstation-2/the-simpsons-game,8,2007-10-30,The Simpsons Game,
ps2,68,https://www.metacritic.com/game/playstation-2/justice-league-heroes,8.3,2006-10-17,Justice League Heroes,
ps2,68,https://www.metacritic.com/game/playstation-2/ty-the-tasmanian-tiger-3-night-of-the-quinkan,7.5,2005-10-12,Ty the Tasmanian Tiger 3: Night of the Quinkan,
ps2,68,https://www.metacritic.com/game/playstation-2/nba-live-08,6.7,2007-10-01,NBA Live 08,
ps2,68,https://www.metacritic.com/game/playstation-2/xgra-extreme-g-racing-association,8.6,2003-09-11,XGRA: Extreme-G Racing Association,
ps2,68,https://www.metacritic.com/game/playstation-2/devil-may-cry-2,6.9,2003-01-25,Devil May Cry 2,
ps3,98,https://www.metacritic.com/game/playstation-3/grand-theft-auto-iv,7.6,2008-04-29,Grand Theft Auto IV,
ps3,97,https://www.metacritic.com/game/playstation-3/grand-theft-auto-v,8.3,2013-09-17,Grand Theft Auto V,
ps3,96,https://www.metacritic.com/game/playstation-3/uncharted-2-among-thieves,8.8,2009-10-13,Uncharted 2: Among Thieves,
ps3,96,https://www.metacritic.com/game/playstation-3/batman-arkham-city,8.7,2011-10-18,Batman: Arkham City,
ps3,95,https://www.metacritic.com/game/playstation-3/littlebigplanet,6.8,2008-10-27,LittleBigPlanet,
ps3,95,https://www.metacritic.com/game/playstation-3/red-dead-redemption,8.9,2010-05-18,Red Dead Redemption,
ps3,95,https://www.metacritic.com/game/playstation-3/the-last-of-us,9.1,2013-06-14,The Last of Us,
ps3,95,https://www.metacritic.com/game/playstation-3/portal-2,8.5,2011-04-19,Portal 2,
ps3,94,https://www.metacritic.com/game/playstation-3/bioshock-infinite,8.5,2013-03-26,BioShock Infinite,
ps3,94,https://www.metacritic.com/game/playstation-3/call-of-duty-modern-warfare-2,6.5,2009-11-10,Call of Duty: Modern Warfare 2,
ps3,94,https://www.metacritic.com/game/playstation-3/call-of-duty-4-modern-warfare,8.4,2007-11-05,Call of Duty 4: Modern Warfare,
ps3,94,https://www.metacritic.com/game/playstation-3/bioshock,8.8,2008-10-21,BioShock,
ps3,94,https://www.metacritic.com/game/playstation-3/mass-effect-2,8.6,2011-01-17,Mass Effect 2,
ps3,94,https://www.metacritic.com/game/playstation-3/street-fighter-iv,7.4,2009-02-17,Street Fighter IV,
ps3,94,https://www.metacritic.com/game/playstation-3/metal-gear-solid-4-guns-of-the-patriots,8.8,2008-06-12,Metal Gear Solid 4: Guns of the Patriots,
ps3,93,https://www.metacritic.com/game/playstation-3/the-elder-scrolls-iv-oblivion,8.1,2007-03-20,The Elder Scrolls IV: Oblivion,
ps3,93,https://www.metacritic.com/game/playstation-3/braid,7.7,2009-11-12,Braid,
ps3,93,https://www.metacritic.com/game/playstation-3/mass-effect-3,5.7,2012-03-05,Mass Effect 3,
ps3,92,https://www.metacritic.com/game/playstation-3/the-elder-scrolls-v-skyrim,6.6,2011-11-11,The Elder Scrolls V: Skyrim,
ps3,92,https://www.metacritic.com/game/playstation-3/god-of-war-iii,8.8,2010-03-16,God of War III,
ps3,92,https://www.metacritic.com/game/playstation-3/uncharted-3-drakes-deception,8.4,2011-11-01,Uncharted 3: Drake's Deception,
ps3,92,https://www.metacritic.com/game/playstation-3/super-street-fighter-iv,7.8,2010-04-27,Super Street Fighter IV,
ps3,92,https://www.metacritic.com/game/playstation-3/rock-band,8.1,2007-11-20,Rock Band,
ps3,92,https://www.metacritic.com/game/playstation-3/journey,8.8,2012-03-13,Journey,
ps3,92,https://www.metacritic.com/game/playstation-3/the-ico-shadow-of-the-colossus-collection,8.7,2011-09-27,The ICO & Shadow of the Colossus Collection,
ps3,91,https://www.metacritic.com/game/playstation-3/pac-man-championship-edition-dx,7.8,2010-11-23,Pac-Man Championship Edition DX,
ps3,91,https://www.metacritic.com/game/playstation-3/rock-band-2,8,2008-10-19,Rock Band 2,
ps3,91,https://www.metacritic.com/game/playstation-3/littlebigplanet-2,8.6,2011-01-18,LittleBigPlanet 2,
ps3,91,https://www.metacritic.com/game/playstation-3/rock-band-3,8.1,2010-10-26,Rock Band 3,
ps3,91,https://www.metacritic.com/game/playstation-3/fifa-soccer-10,7.6,2009-10-20,FIFA Soccer 10,
ps3,91,https://www.metacritic.com/game/playstation-3/assassins-creed-ii,8.6,2009-11-17,Assassin's Creed II,
ps3,91,https://www.metacritic.com/game/playstation-3/peggle,7.4,2009-11-19,Peggle,
ps3,91,https://www.metacritic.com/game/playstation-3/borderlands-2,8.2,2012-09-18,Borderlands 2,
ps3,91,https://www.metacritic.com/game/playstation-3/mlb-10-the-show,8.2,2010-03-02,MLB 10: The Show,
ps3,91,https://www.metacritic.com/game/playstation-3/god-of-war-collection,8.7,2009-11-17,God of War Collection,
ps3,91,https://www.metacritic.com/game/playstation-3/killzone-2,8.1,2009-02-27,Killzone 2,
ps3,91,https://www.metacritic.com/game/playstation-3/batman-arkham-asylum,8.8,2009-08-25,Batman: Arkham Asylum,
ps3,91,https://www.metacritic.com/game/playstation-3/rayman-legends,8.7,2013-09-03,Rayman Legends,
ps3,91,https://www.metacritic.com/game/playstation-3/dark-souls-ii,8.1,2014-03-11,Dark Souls II,
ps3,90,https://www.metacritic.com/game/playstation-3/nba-2k12,6.7,2011-10-04,NBA 2K12,
ps3,90,https://www.metacritic.com/game/playstation-3/far-cry-3,8.5,2012-12-04,Far Cry 3,
ps3,90,https://www.metacritic.com/game/playstation-3/fifa-soccer-12,7.2,2011-09-27,FIFA Soccer 12,
ps3,90,https://www.metacritic.com/game/playstation-3/fallout-3,7.9,2008-10-28,Fallout 3,
ps3,90,https://www.metacritic.com/game/playstation-3/mlb-11-the-show,8,2011-03-08,MLB 11: The Show,
ps3,90,https://www.metacritic.com/game/playstation-3/mlb-09-the-show,8.1,2009-03-03,MLB 09: The Show,
ps3,90,https://www.metacritic.com/game/playstation-3/assassins-creed-brotherhood,8.3,2010-11-16,Assassin's Creed: Brotherhood,
ps3,90,https://www.metacritic.com/game/playstation-3/okami-hd,8.9,2012-10-30,Okami HD,
ps3,90,https://www.metacritic.com/game/playstation-3/limbo,8,2011-07-19,LIMBO,
ps3,90,https://www.metacritic.com/game/playstation-3/nba-2k13,8,2012-10-02,NBA 2K13,
ps3,89,https://www.metacritic.com/game/playstation-3/wipeout-hd-fury,8.2,2009-07-23,Wipeout HD Fury,
ps3,89,https://www.metacritic.com/game/playstation-3/xcom-enemy-unknown,8.3,2012-10-09,XCOM: Enemy Unknown,
ps3,89,https://www.metacritic.com/game/playstation-3/demons-souls,8.8,2009-10-06,Demon's Souls,
ps3,89,https://www.metacritic.com/game/playstation-3/need-for-speed-hot-pursuit,7.4,2010-11-16,Need for Speed: Hot Pursuit,
ps3,89,https://www.metacritic.com/game/playstation-3/fifa-soccer-11,8.1,2010-09-28,FIFA Soccer 11,
ps3,89,https://www.metacritic.com/game/playstation-3/deus-ex-human-revolution,8.3,2011-08-23,Deus Ex: Human Revolution,
ps3,89,https://www.metacritic.com/game/playstation-3/la-noire,7.8,2011-05-17,L.A. Noire,
ps3,89,https://www.metacritic.com/game/playstation-3/dishonored,7.9,2012-10-09,Dishonored,
ps3,89,https://www.metacritic.com/game/playstation-3/metal-gear-solid-hd-collection,8.9,2011-11-08,Metal Gear Solid HD Collection,
ps3,89,https://www.metacritic.com/game/playstation-3/dead-space-2,8.5,2011-01-25,Dead Space 2,
ps3,89,https://www.metacritic.com/game/playstation-3/ratchet-clank-future-tools-of-destruction,8.8,2007-10-23,Ratchet & Clank Future: Tools of Destruction,
ps3,89,https://www.metacritic.com/game/playstation-3/the-orange-box,8.2,2007-12-11,The Orange Box,
ps3,89,https://www.metacritic.com/game/playstation-3/nba-2k11,7.9,2010-10-05,NBA 2K11,
ps3,89,https://www.metacritic.com/game/playstation-3/dark-souls,8.8,2011-10-04,Dark Souls,
ps3,88,https://www.metacritic.com/game/playstation-3/the-beatles-rock-band,8.2,2009-09-09,The Beatles: Rock Band,
ps3,88,https://www.metacritic.com/game/playstation-3/nhl-11,7.2,2010-09-07,NHL 11,
ps3,88,https://www.metacritic.com/game/playstation-3/dead-space,8.8,2008-10-13,Dead Space,
ps3,88,https://www.metacritic.com/game/playstation-3/nhl-09,7.7,2008-09-09,NHL 09,
ps3,88,https://www.metacritic.com/game/playstation-3/nhl-10,8.1,2009-09-15,NHL 10,
ps3,88,https://www.metacritic.com/game/playstation-3/uncharted-drakes-fortune,7.9,2007-11-16,Uncharted: Drake's Fortune,
ps3,88,https://www.metacritic.com/game/playstation-3/assassins-creed-iv-black-flag,8.1,2013-10-29,Assassin's Creed IV: Black Flag,
ps3,88,https://www.metacritic.com/game/playstation-3/battlefield-bad-company-2,8.5,2010-03-02,Battlefield: Bad Company 2,
ps3,88,https://www.metacritic.com/game/playstation-3/the-last-of-us-left-behind,8.2,2014-02-14,The Last of Us: Left Behind,
ps3,88,https://www.metacritic.com/game/playstation-3/ninja-gaiden-sigma,7.6,2007-07-03,Ninja Gaiden Sigma,
ps3,88,https://www.metacritic.com/game/playstation-3/call-of-duty-black-ops,6.6,2010-11-09,Call of Duty: Black Ops,
ps3,88,https://www.metacritic.com/game/playstation-3/bioshock-2,8.2,2010-02-09,BioShock 2,
ps3,88,https://www.metacritic.com/game/playstation-3/fight-night-round-4,7.6,2009-06-23,Fight Night Round 4,
ps3,88,https://www.metacritic.com/game/playstation-3/battlefield-bad-company-2-vietnam,8.2,2010-12-21,Battlefield: Bad Company 2 Vietnam,
ps3,88,https://www.metacritic.com/game/playstation-3/call-of-duty-modern-warfare-3,3.3,2011-11-08,Call of Duty: Modern Warfare 3,
ps3,88,https://www.metacritic.com/game/playstation-3/fifa-soccer-13,6.7,2012-09-25,FIFA Soccer 13,
ps3,88,https://www.metacritic.com/game/playstation-3/the-walking-dead-episode-5---no-time-left,8.7,2012-11-20,The Walking Dead: Episode 5 - No Time Left,
ps3,87,https://www.metacritic.com/game/playstation-3/burnout-paradise,7.7,2008-01-22,Burnout Paradise,
ps3,87,https://www.metacritic.com/game/playstation-3/grid,8,2008-06-03,GRID,
ps3,87,https://www.metacritic.com/game/playstation-3/super-street-fighter-ii-turbo-hd-remix,7.6,2008-11-25,Super Street Fighter II Turbo HD Remix,
ps3,87,https://www.metacritic.com/game/playstation-3/blazblue-calamity-trigger,8.5,2009-06-30,BlazBlue: Calamity Trigger,
ps3,87,https://www.metacritic.com/game/playstation-3/monkey-island-2-special-edition-lechucks-revenge,8,2010-07-06,Monkey Island 2 Special Edition: LeChuck's Revenge,
ps3,87,https://www.metacritic.com/game/playstation-3/red-dead-redemption-undead-nightmare-pack,8.3,2010-10-26,Red Dead Redemption: Undead Nightmare Pack,
ps3,87,https://www.metacritic.com/game/playstation-3/fifa-soccer-09,7.5,2008-10-13,FIFA Soccer 09,
ps3,87,https://www.metacritic.com/game/playstation-3/dirt-3,7.2,2011-05-24,DiRT 3,
ps3,87,https://www.metacritic.com/game/playstation-3/critter-crunch,7.4,2009-10-08,Critter Crunch,
ps3,87,https://www.metacritic.com/game/playstation-3/max-payne-3,7.8,2012-05-15,Max Payne 3,
ps3,87,https://www.metacritic.com/game/playstation-3/the-walking-dead-season-two-episode-5---no-going-back,8.1,2014-08-26,The Walking Dead: Season Two Episode 5 - No Going Back,
ps3,87,https://www.metacritic.com/game/playstation-3/heavy-rain,7.8,2010-02-23,Heavy Rain,
ps3,87,https://www.metacritic.com/game/playstation-3/tomb-raider,8.4,2013-03-05,Tomb Raider,
ps3,87,https://www.metacritic.com/game/playstation-3/the-walking-dead-episode-3---long-road-ahead,7.9,2012-08-28,The Walking Dead: Episode 3 - Long Road Ahead,
ps3,87,https://www.metacritic.com/game/playstation-3/mlb-13-the-show,8,2013-03-05,MLB 13: The Show,
ps3,87,https://www.metacritic.com/game/playstation-3/hotline-miami,8.3,2013-06-25,Hotline Miami,
ps3,87,https://www.metacritic.com/game/playstation-3/blazblue-continuum-shift,8.1,2010-07-27,BlazBlue: Continuum Shift,
ps3,87,https://www.metacritic.com/game/playstation-3/dirt-2,8.2,2009-09-08,DiRT 2,
ps3,87,https://www.metacritic.com/game/playstation-3/dragon-age-origins,8,2009-11-03,Dragon Age: Origins,
ps3,87,https://www.metacritic.com/game/playstation-3/bionic-commando-rearmed,7.9,2008-08-14,Bionic Commando Rearmed,
ps3,87,https://www.metacritic.com/game/playstation-3/rayman-origins,8.4,2011-11-15,Rayman Origins,
ps3,87,https://www.metacritic.com/game/playstation-3/mlb-12-the-show,7.9,2012-03-06,MLB 12: The Show,
ps3,87,https://www.metacritic.com/game/playstation-3/wipeout-hd,8.2,2008-09-25,Wipeout HD,
ps3,87,https://www.metacritic.com/game/playstation-3/resistance-2,6.1,2008-11-04,Resistance 2,
ps3,87,https://www.metacritic.com/game/playstation-3/flower,8.5,2009-02-12,flower,
ps3,87,https://www.metacritic.com/game/playstation-3/dark-souls-ii-crown-of-the-ivory-king,8.4,2014-09-30,Dark Souls II: Crown of the Ivory King,
ps3,87,https://www.metacritic.com/game/playstation-3/pixeljunk-shooter,8.2,2009-12-10,PixelJunk Shooter,
ps3,87,https://www.metacritic.com/game/playstation-3/bayonetta,7.7,2010-01-05,Bayonetta,
ps3,87,https://www.metacritic.com/game/playstation-3/ratchet-clank-future-a-crack-in-time,8.8,2009-10-27,Ratchet & Clank Future: A Crack in Time,
ps3,86,https://www.metacritic.com/game/playstation-3/unreal-tournament-iii,7.7,2007-12-11,Unreal Tournament III,
ps3,86,https://www.metacritic.com/game/playstation-3/dj-hero-2,7.8,2010-10-19,DJ Hero 2,
ps3,86,https://www.metacritic.com/game/playstation-3/ufc-undisputed-3,7.4,2012-02-14,UFC Undisputed 3,
ps3,86,https://www.metacritic.com/game/playstation-3/valkyria-chronicles,8.8,2008-11-04,Valkyria Chronicles,
ps3,86,https://www.metacritic.com/game/playstation-3/resistance-fall-of-man,8.1,2006-11-14,Resistance: Fall of Man,
ps3,86,https://www.metacritic.com/game/playstation-3/guitar-hero-metallica,8.1,2009-03-29,Guitar Hero: Metallica,
ps3,86,https://www.metacritic.com/game/playstation-3/bittrip-presentsrunner2-future-legend-of-rhythm-alien,8,2013-03-05,Bit.Trip Presents...Runner2: Future Legend of Rhythm Alien,
ps3,86,https://www.metacritic.com/game/playstation-3/nhl-12,7.6,2011-09-13,NHL 12,
ps3,86,https://www.metacritic.com/game/playstation-3/street-fighter-iii-third-strike-online-edition,7.2,2011-08-23,Street Fighter III: Third Strike Online Edition,
ps3,86,https://www.metacritic.com/game/playstation-3/minecraft-playstation-3-edition,6.7,2013-12-17,Minecraft: PlayStation 3 Edition,
ps3,86,https://www.metacritic.com/game/playstation-3/joe-danger,7.7,2010-06-08,Joe Danger,
ps3,86,https://www.metacritic.com/game/playstation-3/diablo-iii,6.4,2013-09-03,Diablo III,
ps3,86,https://www.metacritic.com/game/playstation-3/rocksmith-2014-edition,8.2,2013-10-22,Rocksmith 2014 Edition,
ps3,86,https://www.metacritic.com/game/playstation-3/dj-hero,7.6,2009-10-27,DJ Hero,
ps3,86,https://www.metacritic.com/game/playstation-3/fifa-14,4.3,2013-09-24,FIFA 14,
ps3,86,https://www.metacritic.com/game/playstation-3/zen-pinball-2,7.8,2012-09-04,ZEN Pinball 2,
ps3,86,https://www.metacritic.com/game/playstation-3/shatter,7.6,2009-07-23,Shatter,
ps3,86,https://www.metacritic.com/game/playstation-3/guitar-hero-5,5.8,2009-09-01,Guitar Hero 5,
ps3,86,https://www.metacritic.com/game/playstation-3/tom-clancys-rainbow-six-vegas,7.6,2007-06-26,Tom Clancy's Rainbow Six Vegas,
ps3,86,https://www.metacritic.com/game/playstation-3/nhl-08,6.9,2007-09-11,NHL 08,
ps3,86,https://www.metacritic.com/game/playstation-3/persona-4-arena,5.6,2012-08-07,Persona 4 Arena,
ps3,86,https://www.metacritic.com/game/playstation-3/the-legend-of-heroes-trails-of-cold-steel,8.7,2015-12-22,The Legend of Heroes: Trails of Cold Steel,
ps3,85,https://www.metacritic.com/game/playstation-3/ni-no-kuni-wrath-of-the-white-witch,8.7,2013-01-22,Ni no Kuni: Wrath of the White Witch,
ps3,85,https://www.metacritic.com/game/playstation-3/the-wolf-among-us-episode-1---faith,8.7,2013-10-15,The Wolf Among Us: Episode 1 - Faith,
ps3,85,https://www.metacritic.com/game/playstation-3/ufc-undisputed-2010,7.2,2010-05-25,UFC Undisputed 2010,
ps3,85,https://www.metacritic.com/game/playstation-3/plants-vs-zombies,8.1,2011-02-08,Plants vs. Zombies,
ps3,85,https://www.metacritic.com/game/playstation-3/madden-nfl-09,4.4,2008-08-12,Madden NFL 09,
ps3,85,https://www.metacritic.com/game/playstation-3/the-sly-collection,8.8,2010-11-09,The Sly Collection,
ps3,85,https://www.metacritic.com/game/playstation-3/mlb-08-the-show,8.7,2008-03-04,MLB 08: The Show,
ps3,85,https://www.metacritic.com/game/playstation-3/castle-crashers,8.3,2010-08-31,Castle Crashers,
ps3,85,https://www.metacritic.com/game/playstation-3/battlefield-3,7.5,2011-10-25,Battlefield 3,
ps3,85,https://www.metacritic.com/game/playstation-3/red-faction-guerrilla,8,2009-06-02,Red Faction: Guerrilla,
ps3,85,https://www.metacritic.com/game/playstation-3/crysis-2,7.2,2011-03-22,Crysis 2,
ps3,85,https://www.metacritic.com/game/playstation-3/soulcalibur-iv,7.8,2008-07-29,SoulCalibur IV,
ps3,85,https://www.metacritic.com/game/playstation-3/madden-nfl-10,6.8,2009-08-14,Madden NFL 10,
