platform,score,link,userScore,releaseDate,Title,
ps3,85,https://www.metacritic.com/game/playstation-3/assassins-creed-iii,6.9,2012-10-30,Assassin's Creed III,
ps3,85,https://www.metacritic.com/game/playstation-3/call-of-duty-world-at-war,7.6,2008-11-10,Call of Duty: World at War,
ps3,85,https://www.metacritic.com/game/playstation-3/final-fantasy-x-x-2-hd-remaster,8.4,2014-03-18,Final Fantasy X / X-2 HD Remaster,
ps3,85,https://www.metacritic.com/game/playstation-3/super-stardust-hd,8.3,2007-06-28,Super Stardust HD,
ps3,85,https://www.metacritic.com/game/playstation-3/ncaa-football-11,7.5,2010-07-13,NCAA Football 11,
ps3,85,https://www.metacritic.com/game/playstation-3/far-cry-2,6.5,2008-10-21,Far Cry 2,
ps3,85,https://www.metacritic.com/game/playstation-3/castlevania-lords-of-shadow,8.1,2010-10-05,Castlevania: Lords of Shadow,
ps3,85,https://www.metacritic.com/game/playstation-3/virtua-fighter-5,7.3,2007-02-20,Virtua Fighter 5,
ps3,85,https://www.metacritic.com/game/playstation-3/sam-max-the-devils-playhouse---episode-2-the-tomb-of-sammun-mak,7.8,2010-05-18,Sam & Max: The Devil's Playhouse - Episode 2: The Tomb of Sammun-Mak,
ps3,85,https://www.metacritic.com/game/playstation-3/south-park-the-stick-of-truth,8.5,2014-03-04,South Park: The Stick of Truth,
ps3,85,https://www.metacritic.com/game/playstation-3/brothers-a-tale-of-two-sons,8.6,2013-09-03,Brothers: A Tale of Two Sons,
ps3,85,https://www.metacritic.com/game/playstation-3/marvel-vs-capcom-2,7.6,2009-08-13,Marvel vs. Capcom 2,
ps3,85,https://www.metacritic.com/game/playstation-3/borderlands-the-secret-armory-of-general-knoxx,7.3,2010-02-25,Borderlands: The Secret Armory of General Knoxx,
ps3,85,https://www.metacritic.com/game/playstation-3/prince-of-persia,7.4,2008-12-02,Prince of Persia,
ps3,85,https://www.metacritic.com/game/playstation-3/sid-meiers-civilization-revolution,8,2008-07-08,Sid Meier's Civilization Revolution,
ps3,85,https://www.metacritic.com/game/playstation-3/dmc-devil-may-cry,5.5,2013-01-15,DmC: Devil May Cry,
ps3,85,https://www.metacritic.com/game/playstation-3/trine-2,7.2,2011-12-20,Trine 2,
ps3,85,https://www.metacritic.com/game/playstation-3/infamous,8.3,2009-05-26,inFamous,
ps3,85,https://www.metacritic.com/game/playstation-3/skate,8.1,2007-09-24,Skate,
ps3,84,https://www.metacritic.com/game/playstation-3/battlefield-bad-company,8.1,2008-06-23,Battlefield: Bad Company,
ps3,84,https://www.metacritic.com/game/playstation-3/persona-4-arena-ultimax,5.2,2014-09-30,Persona 4 Arena Ultimax,
ps3,84,https://www.metacritic.com/game/playstation-3/tom-clancys-ghost-recon-advanced-warfighter-2,7.6,2007-08-23,Tom Clancy's Ghost Recon Advanced Warfighter 2,
ps3,84,https://www.metacritic.com/game/playstation-3/guitar-hero-world-tour,7.4,2008-10-26,Guitar Hero World Tour,
ps3,84,https://www.metacritic.com/game/playstation-3/street-fighter-x-tekken,5.5,2012-03-06,Street Fighter X Tekken,
ps3,84,https://www.metacritic.com/game/playstation-3/might-magic-clash-of-heroes,8.2,2011-04-12,Might & Magic: Clash of Heroes,
ps3,84,https://www.metacritic.com/game/playstation-3/f1-2010,8.1,2010-09-22,F1 2010,
ps3,84,https://www.metacritic.com/game/playstation-3/motorstorm,7.4,2007-03-06,MotorStorm,
ps3,84,https://www.metacritic.com/game/playstation-3/fight-night-champion,7.3,2011-03-01,Fight Night Champion,
ps3,84,https://www.metacritic.com/game/playstation-3/resident-evil-5,7.5,2009-03-13,Resident Evil 5,
ps3,84,https://www.metacritic.com/game/playstation-3/god-of-war-origins-collection,8.6,2011-09-13,God of War: Origins Collection,
ps3,84,https://www.metacritic.com/game/playstation-3/guacamelee!,7.7,2013-04-09,Guacamelee!,
ps3,84,https://www.metacritic.com/game/playstation-3/nba-2k14,5,2013-10-01,NBA 2K14,
ps3,84,https://www.metacritic.com/game/playstation-3/marvel-vs-capcom-3-fate-of-two-worlds,7.3,2011-02-15,Marvel vs. Capcom 3: Fate of Two Worlds,
ps3,84,https://www.metacritic.com/game/playstation-3/need-for-speed-most-wanted---a-criterion-game,5.9,2012-10-30,Need for Speed: Most Wanted - A Criterion Game,
ps3,84,https://www.metacritic.com/game/playstation-3/resident-evil-4-hd,8.6,2011-09-20,Resident Evil 4 HD,
ps3,84,https://www.metacritic.com/game/playstation-3/killzone-3,8,2011-02-22,Killzone 3,
ps3,84,https://www.metacritic.com/game/playstation-3/battlefield-1943,7.8,2009-07-09,Battlefield 1943,
ps3,84,https://www.metacritic.com/game/playstation-3/mortal-kombat,8.5,2011-04-19,Mortal Kombat,
ps3,84,https://www.metacritic.com/game/playstation-3/devil-may-cry-4,8.5,2008-02-05,Devil May Cry 4,
ps3,84,https://www.metacritic.com/game/playstation-3/skate-2,8,2009-01-21,Skate 2,
ps3,84,https://www.metacritic.com/game/playstation-3/splitsecond,8,2010-05-18,Split/Second,
ps3,84,https://www.metacritic.com/game/playstation-3/lone-survivor-the-directors-cut,7.8,2013-09-24,Lone Survivor: The Director's Cut,
ps3,84,https://www.metacritic.com/game/playstation-3/the-walking-dead-episode-1---a-new-day,8.2,2012-04-24,The Walking Dead: Episode 1 - A New Day,
ps3,84,https://www.metacritic.com/game/playstation-3/need-for-speed-shift,6.9,2009-09-15,Need for Speed: Shift,
ps3,84,https://www.metacritic.com/game/playstation-3/gran-turismo-5,7.8,2010-11-24,Gran Turismo 5,
ps3,84,https://www.metacritic.com/game/playstation-3/the-walking-dead-episode-2---starved-for-help,8.3,2012-06-29,The Walking Dead: Episode 2 - Starved for Help,
ps3,84,https://www.metacritic.com/game/playstation-3/lara-croft-and-the-guardian-of-light,7.7,2010-09-28,Lara Croft and the Guardian of Light,
ps3,84,https://www.metacritic.com/game/playstation-3/darksiders-ii,7.2,2012-08-14,Darksiders II,
ps3,84,https://www.metacritic.com/game/playstation-3/warhawk,8.3,2007-08-28,Warhawk,
ps3,84,https://www.metacritic.com/game/playstation-3/ufc-undisputed-2009,8.1,2009-05-19,UFC Undisputed 2009,
ps3,84,https://www.metacritic.com/game/playstation-3/tom-clancys-splinter-cell-blacklist,7.7,2013-08-20,Tom Clancy's Splinter Cell: Blacklist,
ps3,84,https://www.metacritic.com/game/playstation-3/vanquish,9.1,2010-10-19,Vanquish,
ps3,84,https://www.metacritic.com/game/playstation-3/nhl-13,6.9,2012-09-11,NHL 13,
ps3,84,https://www.metacritic.com/game/playstation-3/sound-shapes,7.5,2012-08-07,Sound Shapes,
ps3,83,https://www.metacritic.com/game/playstation-3/bulletstorm,7.7,2011-02-22,Bulletstorm,
ps3,83,https://www.metacritic.com/game/playstation-3/blazblue-chrono-phantasma,8.2,2014-03-25,BlazBlue: Chrono Phantasma,
ps3,83,https://www.metacritic.com/game/playstation-3/dungeons-dragons-chronicles-of-mystara,6.8,2013-06-18,Dungeons & Dragons: Chronicles of Mystara,
ps3,83,https://www.metacritic.com/game/playstation-3/marvel-pinball,7.4,2010-12-14,Marvel Pinball,
ps3,83,https://www.metacritic.com/game/playstation-3/ultra-street-fighter-iv,7.6,2014-06-03,Ultra Street Fighter IV,
ps3,83,https://www.metacritic.com/game/playstation-3/pure,7.5,2008-09-23,Pure,
ps3,83,https://www.metacritic.com/game/playstation-3/pixeljunk-monsters,8.2,2008-01-24,PixelJunk Monsters,
ps3,83,https://www.metacritic.com/game/playstation-3/comet-crash,7.6,2009-04-02,Comet Crash,
ps3,83,https://www.metacritic.com/game/playstation-3/beyond-good-evil-hd,8.5,2011-06-28,Beyond Good & Evil HD,
ps3,83,https://www.metacritic.com/game/playstation-3/madden-nfl-11,6.2,2010-08-10,Madden NFL 11,
ps3,83,https://www.metacritic.com/game/playstation-3/nba-2k10,7.8,2009-10-06,NBA 2K10,
ps3,83,https://www.metacritic.com/game/playstation-3/dark-souls-ii-crown-of-the-old-iron-king,8.1,2014-08-26,Dark Souls II: Crown of the Old Iron King,
ps3,83,https://www.metacritic.com/game/playstation-3/final-fantasy-xiii,7.2,2010-03-09,Final Fantasy XIII,
ps3,83,https://www.metacritic.com/game/playstation-3/borderlands,7.8,2009-10-20,Borderlands,
ps3,83,https://www.metacritic.com/game/playstation-3/everyday-shooter,7.3,2007-10-11,Everyday Shooter,
ps3,83,https://www.metacritic.com/game/playstation-3/just-cause-2,8,2010-03-23,Just Cause 2,
ps3,83,https://www.metacritic.com/game/playstation-3/fight-night-round-3,7.9,2006-12-05,Fight Night Round 3,
ps3,83,https://www.metacritic.com/game/playstation-3/steinsgate,8.6,2015-06-05,Steins;Gate,
ps3,83,https://www.metacritic.com/game/playstation-3/madden-nfl-13,5.5,2012-08-28,Madden NFL 13,
ps3,83,https://www.metacritic.com/game/playstation-3/resistance-3,7.8,2011-09-06,Resistance 3,
ps3,83,https://www.metacritic.com/game/playstation-3/ratchet-clank-collection,8.3,2012-08-28,Ratchet & Clank Collection,
ps3,83,https://www.metacritic.com/game/playstation-3/sine-mora,7.4,2012-11-20,Sine Mora,
ps3,83,https://www.metacritic.com/game/playstation-3/trine,7.8,2009-10-22,Trine,
ps3,83,https://www.metacritic.com/game/playstation-3/infamous-2,8.6,2011-06-07,inFamous 2,
ps3,83,https://www.metacritic.com/game/playstation-3/yakuza-5,8.7,2015-12-08,Yakuza 5,
ps3,83,https://www.metacritic.com/game/playstation-3/dirt,8,2007-09-11,DiRT,
ps3,83,https://www.metacritic.com/game/playstation-3/outland,7.8,2011-06-14,Outland,
ps3,83,https://www.metacritic.com/game/playstation-3/skylanders-swap-force,5.5,2013-10-13,Skylanders Swap Force,
ps3,83,https://www.metacritic.com/game/playstation-3/ninja-gaiden-sigma-2,7.8,2009-09-29,Ninja Gaiden Sigma 2,
ps3,83,https://www.metacritic.com/game/playstation-3/sleeping-dogs,7.7,2012-08-14,Sleeping Dogs,
ps3,83,https://www.metacritic.com/game/playstation-3/stacking,7.7,2011-02-08,Stacking,
ps3,83,https://www.metacritic.com/game/playstation-3/hitman-absolution,7.5,2012-11-20,Hitman: Absolution,
ps3,83,https://www.metacritic.com/game/playstation-3/call-of-duty-black-ops-ii,5.6,2012-11-13,Call of Duty: Black Ops II,
ps3,83,https://www.metacritic.com/game/playstation-3/guitar-hero-iii-legends-of-rock,7.8,2007-10-28,Guitar Hero III: Legends of Rock,
ps3,83,https://www.metacritic.com/game/playstation-3/brutal-legend,7.6,2009-10-13,Brutal Legend,
ps3,83,https://www.metacritic.com/game/playstation-3/battlefield-3-back-to-karkand,7.5,2011-12-06,Battlefield 3: Back to Karkand,
ps3,83,https://www.metacritic.com/game/playstation-3/spelunky,7.7,2013-08-27,Spelunky,
ps3,83,https://www.metacritic.com/game/playstation-3/dark-souls-ii-crown-of-the-sunken-king,8,2014-07-22,Dark Souls II: Crown of the Sunken King,
ps3,82,https://www.metacritic.com/game/playstation-3/f1-2011,7.2,2011-09-20,F1 2011,
ps3,82,https://www.metacritic.com/game/playstation-3/singstar,6.1,2008-05-20,SingStar,
ps3,82,https://www.metacritic.com/game/playstation-3/the-wolf-among-us-episode-2---smoke-and-mirrors,8.2,2014-02-04,The Wolf Among Us: Episode 2 - Smoke and Mirrors,
ps3,82,https://www.metacritic.com/game/playstation-3/lego-marvel-super-heroes,7.8,2013-10-22,LEGO Marvel Super Heroes,
ps3,82,https://www.metacritic.com/game/playstation-3/saints-row-the-third,7.8,2011-11-15,Saints Row: The Third,
ps3,82,https://www.metacritic.com/game/playstation-3/tiger-woods-pga-tour-09,7.1,2008-08-26,Tiger Woods PGA Tour 09,
ps3,82,https://www.metacritic.com/game/playstation-3/2010-fifa-world-cup-south-africa,7.8,2010-04-27,2010 FIFA World Cup South Africa,
ps3,82,https://www.metacritic.com/game/playstation-3/lego-the-lord-of-the-rings,8.3,2012-11-13,LEGO The Lord of the Rings,
ps3,82,https://www.metacritic.com/game/playstation-3/dyad,5.9,2012-07-17,Dyad,
ps3,82,https://www.metacritic.com/game/playstation-3/sonic-all-stars-racing-transformed,8.3,2012-11-18,Sonic & All-Stars Racing Transformed,
ps3,82,https://www.metacritic.com/game/playstation-3/nba-2k9,7.1,2008-10-07,NBA 2K9,
ps3,82,https://www.metacritic.com/game/playstation-3/top-spin-4,8.2,2011-03-15,Top Spin 4,
ps3,82,https://www.metacritic.com/game/playstation-3/the-walking-dead-season-two-episode-2---a-house-divided,8.4,2014-03-04,The Walking Dead: Season Two Episode 2 - A House Divided,
ps3,82,https://www.metacritic.com/game/playstation-3/darksiders,7.9,2010-01-05,Darksiders,
ps3,82,https://www.metacritic.com/game/playstation-3/super-puzzle-fighter-ii-turbo-hd-remix,7.4,2007-08-30,Super Puzzle Fighter II Turbo HD Remix,
ps3,82,https://www.metacritic.com/game/playstation-3/skullgirls,7.1,2012-04-10,Skullgirls,
ps3,82,https://www.metacritic.com/game/playstation-3/pixeljunk-shooter-2,7.6,2011-03-01,PixelJunk Shooter 2,
ps3,82,https://www.metacritic.com/game/playstation-3/tekken-tag-tournament-2,8.3,2012-09-11,Tekken Tag Tournament 2,
ps3,82,https://www.metacritic.com/game/playstation-3/dragon-age-ii,4.3,2011-03-08,Dragon Age II,
ps3,82,https://www.metacritic.com/game/playstation-3/virtua-fighter-5-final-showdown,6.2,2012-06-05,Virtua Fighter 5 Final Showdown,
ps3,82,https://www.metacritic.com/game/playstation-3/condemned-2-bloodshot,8,2008-03-18,Condemned 2: Bloodshot,
ps3,82,https://www.metacritic.com/game/playstation-3/fallout-new-vegas,8,2010-10-19,Fallout: New Vegas,
ps3,82,https://www.metacritic.com/game/playstation-3/pro-evolution-soccer-2013,6.9,2012-09-25,Pro Evolution Soccer 2013,
ps3,82,https://www.metacritic.com/game/playstation-3/grid-2,6.6,2013-05-28,GRID 2,
ps3,82,https://www.metacritic.com/game/playstation-3/college-hoops-2k8,5.9,2007-11-19,College Hoops 2K8,
ps3,82,https://www.metacritic.com/game/playstation-3/dragons-crown,8.4,2013-08-06,Dragon's Crown,
ps3,82,https://www.metacritic.com/game/playstation-3/oddworld-strangers-wrath-hd,8.6,2011-12-27,Oddworld: Stranger's Wrath HD,
ps3,82,https://www.metacritic.com/game/playstation-3/pinball-hall-of-fame-the-williams-collection,7.9,2009-09-22,Pinball Hall of Fame: The Williams Collection,
ps3,82,https://www.metacritic.com/game/playstation-3/midnight-club-los-angeles,8.4,2008-10-20,Midnight Club: Los Angeles,
ps3,82,https://www.metacritic.com/game/playstation-3/far-cry-3-blood-dragon,8.2,2013-04-30,Far Cry 3: Blood Dragon,
ps3,82,https://www.metacritic.com/game/playstation-3/borderlands-the-zombie-island-of-dr-ned,7.4,2009-11-24,Borderlands: The Zombie Island of Dr. Ned,
ps3,82,https://www.metacritic.com/game/playstation-3/modnation-racers,8.4,2010-05-25,ModNation Racers,
ps3,82,https://www.metacritic.com/game/playstation-3/pixeljunk-monsters-encore,8.3,2008-05-08,PixelJunk Monsters Encore,
ps3,82,https://www.metacritic.com/game/playstation-3/motorstorm-pacific-rift,8,2008-10-28,MotorStorm: Pacific Rift,
ps3,82,https://www.metacritic.com/game/playstation-3/you-dont-know-jack,8.2,2011-02-08,You Don't Know Jack,
ps3,82,https://www.metacritic.com/game/playstation-3/ncaa-football-12,5.8,2011-07-12,NCAA Football 12,
ps3,82,https://www.metacritic.com/game/playstation-3/saints-row-2,8,2008-10-14,Saints Row 2,
ps3,82,https://www.metacritic.com/game/playstation-3/tekken-5-dark-resurrection,7.8,2007-03-01,Tekken 5: Dark Resurrection,
ps3,81,https://www.metacritic.com/game/playstation-3/blur,8.1,2010-05-25,Blur,
ps3,81,https://www.metacritic.com/game/playstation-3/hustle-kings,8.1,2010-01-28,Hustle Kings,
ps3,81,https://www.metacritic.com/game/playstation-3/hot-shots-golf-out-of-bounds,8.3,2008-03-18,Hot Shots Golf: Out of Bounds,
ps3,81,https://www.metacritic.com/game/playstation-3/closure,7,2012-03-27,Closure,
ps3,81,https://www.metacritic.com/game/playstation-3/kingdom-hearts-hd-25-remix,9,2014-12-02,Kingdom Hearts HD 2.5 ReMIX,
ps3,81,https://www.metacritic.com/game/playstation-3/nba-2k8,6.8,2007-10-02,NBA 2K8,
ps3,81,https://www.metacritic.com/game/playstation-3/bomberman-ultra,7.7,2009-06-11,Bomberman Ultra,
ps3,81,https://www.metacritic.com/game/playstation-3/tom-clancys-rainbow-six-vegas-2,7.9,2008-03-18,Tom Clancy's Rainbow Six Vegas 2,
ps3,81,https://www.metacritic.com/game/playstation-3/resident-evil-5-lost-in-nightmares,7.9,2010-02-18,Resident Evil 5: Lost in Nightmares,
ps3,81,https://www.metacritic.com/game/playstation-3/fallout-new-vegas---old-world-blues,7.6,2011-07-19,Fallout: New Vegas - Old World Blues,
ps3,81,https://www.metacritic.com/game/playstation-3/from-dust,7.1,2011-09-13,From Dust,
ps3,81,https://www.metacritic.com/game/playstation-3/shift-2-unleashed,6.3,2011-03-29,Shift 2: Unleashed,
ps3,81,https://www.metacritic.com/game/playstation-3/college-hoops-2k7,7.1,2007-03-13,College Hoops 2K7,
ps3,81,https://www.metacritic.com/game/playstation-3/nba-jam-on-fire-edition,7.3,2011-10-04,NBA Jam: On Fire Edition,
ps3,81,https://www.metacritic.com/game/playstation-3/echochrome,7.3,2008-05-01,echochrome,
ps3,81,https://www.metacritic.com/game/playstation-3/lego-batman-2-dc-super-heroes,7.4,2012-06-19,LEGO Batman 2: DC Super Heroes,
ps3,81,https://www.metacritic.com/game/playstation-3/ssx,6.8,2012-02-28,SSX,
ps3,81,https://www.metacritic.com/game/playstation-3/crysis,7,2011-10-04,Crysis,
ps3,81,https://www.metacritic.com/game/playstation-3/jak-and-daxter-collection,8.7,2012-02-07,Jak and Daxter Collection,
ps3,81,https://www.metacritic.com/game/playstation-3/terraria,8.1,2013-03-26,Terraria,
ps3,81,https://www.metacritic.com/game/playstation-3/fallout-3-broken-steel,7.8,2009-09-24,Fallout 3: Broken Steel,
ps3,81,https://www.metacritic.com/game/playstation-3/nba-street-homecourt,6.2,2007-03-06,NBA Street Homecourt,
ps3,81,https://www.metacritic.com/game/playstation-3/gran-turismo-6,8,2013-12-06,Gran Turismo 6,
ps3,81,https://www.metacritic.com/game/playstation-3/tiger-woods-pga-tour-07,,2006-11-14,Tiger Woods PGA Tour 07,
ps3,81,https://www.metacritic.com/game/playstation-3/assassins-creed,7.3,2007-11-13,Assassin's Creed,
ps3,81,https://www.metacritic.com/game/playstation-3/il-2-sturmovik-birds-of-prey,7.2,2009-09-08,IL-2 Sturmovik: Birds of Prey,
ps3,81,https://www.metacritic.com/game/playstation-3/mlb-14-the-show,6.7,2014-04-01,MLB 14: The Show,
ps3,81,https://www.metacritic.com/game/playstation-3/soulcalibur-v,6.6,2012-01-31,SoulCalibur V,
ps3,81,https://www.metacritic.com/game/playstation-3/pool-nation,7.5,2013-06-25,Pool Nation,
ps3,81,https://www.metacritic.com/game/playstation-3/swords-soldiers,6.4,2010-09-28,Swords & Soldiers,
ps3,81,https://www.metacritic.com/game/playstation-3/ncaa-football-09,7.2,2008-07-15,NCAA Football 09,
ps3,81,https://www.metacritic.com/game/playstation-3/kingdoms-of-amalur-reckoning,7.7,2012-02-07,Kingdoms of Amalur: Reckoning,
ps3,81,https://www.metacritic.com/game/playstation-3/metal-gear-online,7.7,2008-06-12,Metal Gear Online,
ps3,81,https://www.metacritic.com/game/playstation-3/madden-nfl-08,5.7,2007-08-14,Madden NFL 08,
ps3,81,https://www.metacritic.com/game/playstation-3/child-of-eden,7.9,2011-09-27,Child of Eden,
ps3,81,https://www.metacritic.com/game/playstation-3/prince-of-persia-classic-trilogy-hd,8,2011-04-19,Prince of Persia Classic Trilogy HD,
ps3,81,https://www.metacritic.com/game/playstation-3/fifa-soccer-08,7.1,2007-10-09,FIFA Soccer 08,
ps3,81,https://www.metacritic.com/game/playstation-3/rage,6.3,2011-10-04,RAGE,
ps3,81,https://www.metacritic.com/game/playstation-3/wwe-smackdown-vs-raw-2010,8.1,2009-10-20,WWE SmackDown vs. Raw 2010,
ps3,81,https://www.metacritic.com/game/playstation-3/tiger-woods-pga-tour-10,7.4,2009-06-08,Tiger Woods PGA Tour 10,
