platform,Title,Score,compatibility,link,user score,release date,Price,price charting id,,release year,score tier,score pctl,price tier,price pctl,points per dollar,ppd 69,
xbox-360,Might & Magic: Clash of Heroes,84,none,https://www.metacritic.com/game/xbox-360/might-magic-clash-of-heroes,8.2,"Apr 13, 2011",,,,2011,,,,,,,
xbox-360,Child of Eden,84,Kinect Compatible,https://www.metacritic.com/game/xbox-360/child-of-eden,7.9,"Jun 14, 2011",,,,2011,,,,,,,
xbox-360,Resident Evil 4 HD,84,none,https://www.metacritic.com/game/xbox-360/resident-evil-4-hd,8.1,"Sep 20, 2011",,,,2011,,,,,,,
xbox-360,Vanquish,84,none,https://www.metacritic.com/game/xbox-360/vanquish,9.1,"Oct 19, 2010",,,,2010,,,,,,,
xbox-360,Tiger Woods PGA Tour 09,84,none,https://www.metacritic.com/game/xbox-360/tiger-woods-pga-tour-09,7.7,"Aug 26, 2008",,,,2008,,,,,,,
xbox-360,F1 2010,84,none,https://www.metacritic.com/game/xbox-360/f1-2010,7.6,"Sep 22, 2010",,,,2010,,,,,,,
xbox-360,Borderlands 2: Mr. Torgue's Campaign of Carnage,83,none,https://www.metacritic.com/game/xbox-360/borderlands-2-mr-torgues-campaign-of-carnage,8.2,"Nov 20, 2012",,,,2012,,,,,,,
xbox-360,Battlefield 1943,83,none,https://www.metacritic.com/game/xbox-360/battlefield-1943,7.9,"Jul 8, 2009",,,,2009,,,,,,,
xbox-360,Darksiders II,83,none,https://www.metacritic.com/game/xbox-360/darksiders-ii,8.2,"Aug 14, 2012",,,,2012,,,,,,,
xbox-360,Battlefield 3: Back to Karkand,83,none,https://www.metacritic.com/game/xbox-360/battlefield-3-back-to-karkand,6.9,"Dec 13, 2011",,,,2011,,,,,,,
xbox-360,N+,83,none,https://www.metacritic.com/game/xbox-360/n+,8.3,"Feb 20, 2008",,,,2008,,,,,,,
xbox-360,Fallout 3: Point Lookout,83,none,https://www.metacritic.com/game/xbox-360/fallout-3-point-lookout,8.3,"Jun 23, 2009",,,,2009,,,,,,,
xbox-360,Halo 3: ODST,83,none,https://www.metacritic.com/game/xbox-360/halo-3-odst,7.4,"Sep 22, 2009",,,,2009,,,,,,,
xbox-360,DiRT,83,none,https://www.metacritic.com/game/xbox-360/dirt,7.4,"Jun 19, 2007",,,,2007,,,,,,,
xbox-360,Resident Evil 5,83,none,https://www.metacritic.com/game/xbox-360/resident-evil-5,7.5,"Mar 13, 2009",,,,2009,,,,,,,
xbox-360,Street Fighter X Tekken,83,none,https://www.metacritic.com/game/xbox-360/street-fighter-x-tekken,4.5,"Mar 6, 2012",,,,2012,,,,,,,
xbox-360,Call of Duty: Black Ops II,83,none,https://www.metacritic.com/game/xbox-360/call-of-duty-black-ops-ii,5.1,"Nov 13, 2012",,,,2012,,,,,,,
xbox-360,Persona 4 Arena,83,none,https://www.metacritic.com/game/xbox-360/persona-4-arena,4.6,"Aug 7, 2012",,,,2012,,,,,,,
xbox-360,Sine Mora,83,none,https://www.metacritic.com/game/xbox-360/sine-mora,7.4,"Mar 21, 2012",,,,2012,,,,,,,
xbox-360,Need for Speed: Shift,83,none,https://www.metacritic.com/game/xbox-360/need-for-speed-shift,6.4,"Sep 15, 2009",,,,2009,,,,,,,
xbox-360,Need for Speed: Most Wanted,83,none,https://www.metacritic.com/game/xbox-360/need-for-speed-most-wanted,8.5,"Nov 16, 2005",,,,2005,,,,,,,
xbox-360,Pinball Hall of Fame: The Williams Collection,83,none,https://www.metacritic.com/game/xbox-360/pinball-hall-of-fame-the-williams-collection,8.3,"Sep 22, 2009",,,,2009,,,,,,,
xbox-360,NCAA Football 10,83,none,https://www.metacritic.com/game/xbox-360/ncaa-football-10,6.7,"Jul 14, 2009",,,,2009,,,,,,,
xbox-360,Guardian Heroes,83,none,https://www.metacritic.com/game/xbox-360/guardian-heroes,8,"Oct 12, 2011",,,,2011,,,,,,,
xbox-360,Dark Souls II: Crown of the Ivory King,83,none,https://www.metacritic.com/game/xbox-360/dark-souls-ii-crown-of-the-ivory-king,8.5,"Sep 29, 2014",,,,2014,,,,,,,
xbox-360,Crackdown,83,none,https://www.metacritic.com/game/xbox-360/crackdown,7.9,"Feb 20, 2007",,,,2007,,,,,,,
xbox-360,UFC Undisputed 2009,83,none,https://www.metacritic.com/game/xbox-360/ufc-undisputed-2009,7.9,"May 19, 2009",,,,2009,,,,,,,
xbox-360,Madden NFL 09,83,none,https://www.metacritic.com/game/xbox-360/madden-nfl-09,6.9,"Aug 12, 2008",,,,2008,,,,,,,
xbox-360,Magic: Duels of the Planeswalkers 2014,83,none,https://www.metacritic.com/game/xbox-360/magic-duels-of-the-planeswalkers-2014,5.5,"Jun 26, 2013",,,,2013,,,,,,,
xbox-360,NHL 13,83,none,https://www.metacritic.com/game/xbox-360/nhl-13,6.6,"Sep 11, 2012",,,,2012,,,,,,,
xbox-360,Fallout: New Vegas - Old World Blues,83,none,https://www.metacritic.com/game/xbox-360/fallout-new-vegas---old-world-blues,8.2,"Jul 19, 2011",,,,2011,,,,,,,
xbox-360,The Misadventures of P.B. Winterbottom,83,none,https://www.metacritic.com/game/xbox-360/the-misadventures-of-pb-winterbottom,7.5,"Feb 17, 2010",,,,2010,,,,,,,
xbox-360,Castlevania: Lords of Shadow,83,none,https://www.metacritic.com/game/xbox-360/castlevania-lords-of-shadow,7.9,"Oct 5, 2010",,,,2010,,,,,,,
xbox-360,Darksiders,83,none,https://www.metacritic.com/game/xbox-360/darksiders,7.9,"Jan 5, 2010",,,,2010,,,,,,,
xbox-360,Titanfall,83,none,https://www.metacritic.com/game/xbox-360/titanfall,6,"Apr 8, 2014",,,,2014,,,,,,,
xbox-360,Pac-Man Championship Edition,83,none,https://www.metacritic.com/game/xbox-360/pac-man-championship-edition,8.5,"Jun 6, 2007",,,,2007,,,,,,,
xbox-360,Tekken Tag Tournament 2,83,none,https://www.metacritic.com/game/xbox-360/tekken-tag-tournament-2,7.7,"Sep 11, 2012",,,,2012,,,,,,,
xbox-360,2010 FIFA World Cup South Africa,83,none,https://www.metacritic.com/game/xbox-360/2010-fifa-world-cup-south-africa,8.2,"Apr 27, 2010",,,,2010,,,,,,,
xbox-360,Ms. 'Splosion Man,83,none,https://www.metacritic.com/game/xbox-360/ms-splosion-man,6.9,"Jul 13, 2011",,,,2011,,,,,,,
xbox-360,Super Puzzle Fighter II Turbo HD Remix,83,none,https://www.metacritic.com/game/xbox-360/super-puzzle-fighter-ii-turbo-hd-remix,8,"Aug 29, 2007",,,,2007,,,,,,,
xbox-360,Alan Wake,83,none,https://www.metacritic.com/game/xbox-360/alan-wake,8.2,"May 18, 2010",,,,2010,,,,,,,
xbox-360,Dust: An Elysian Tail,83,none,https://www.metacritic.com/game/xbox-360/dust-an-elysian-tail,8,"Aug 15, 2012",,,,2012,,,,,,,
xbox-360,Battlefield: Bad Company,83,none,https://www.metacritic.com/game/xbox-360/battlefield-bad-company,7.7,"Jun 23, 2008",,,,2008,,,,,,,
xbox-360,NCAA Football 09,83,none,https://www.metacritic.com/game/xbox-360/ncaa-football-09,7.7,"Jul 15, 2008",,,,2008,,,,,,,
xbox-360,Skylanders Swap Force,83,none,https://www.metacritic.com/game/xbox-360/skylanders-swap-force,6,"Oct 13, 2013",,,,2013,,,,,,,
xbox-360,Defense Grid: The Awakening,82,none,https://www.metacritic.com/game/xbox-360/defense-grid-the-awakening,7.8,"Sep 2, 2009",,,,2009,,,,,,,
xbox-360,Tom Clancy's Rainbow Six Vegas 2,82,none,https://www.metacritic.com/game/xbox-360/tom-clancys-rainbow-six-vegas-2,7.8,"Mar 18, 2008",,,,2008,,,,,,,
xbox-360,BioShock 2: Minerva's Den,82,none,https://www.metacritic.com/game/xbox-360/bioshock-2-minervas-den,8.9,"Aug 31, 2010",,,,2010,,,,,,,
xbox-360,Dance Central,82,"Kinect Compatible, Kinect Required",https://www.metacritic.com/game/xbox-360/dance-central,8,"Nov 4, 2010",,,,2010,,,,,,,
xbox-360,Minecraft: Xbox 360 Edition,82,none,https://www.metacritic.com/game/xbox-360/minecraft-xbox-360-edition,7.2,"May 9, 2012",,,,2012,,,,,,,
xbox-360,NBA 2K10,82,none,https://www.metacritic.com/game/xbox-360/nba-2k10,7.5,"Oct 6, 2009",,,,2009,,,,,,,
xbox-360,You Don't Know Jack,82,none,https://www.metacritic.com/game/xbox-360/you-dont-know-jack,7.9,"Feb 8, 2011",,,,2011,,,,,,,
xbox-360,South Park: The Stick of Truth,82,Kinect Compatible,https://www.metacritic.com/game/xbox-360/south-park-the-stick-of-truth,8.4,"Mar 4, 2014",,,,2014,,,,,,,
xbox-360,Viva Pinata: Trouble in Paradise,82,none,https://www.metacritic.com/game/xbox-360/viva-pinata-trouble-in-paradise,8,"Sep 2, 2008",,,,2008,,,,,,,
xbox-360,Shift 2: Unleashed,82,none,https://www.metacritic.com/game/xbox-360/shift-2-unleashed,6.5,"Mar 29, 2011",,,,2011,,,,,,,
xbox-360,Iron Brigade,82,none,https://www.metacritic.com/game/xbox-360/iron-brigade,8,"Jun 22, 2011",,,,2011,,,,,,,
xbox-360,Unreal Tournament III,82,none,https://www.metacritic.com/game/xbox-360/unreal-tournament-iii,7.6,"Jul 7, 2008",,,,2008,,,,,,,
xbox-360,Sonic CD,82,none,https://www.metacritic.com/game/xbox-360/sonic-cd,7.5,"Dec 14, 2011",,,,2011,,,,,,,
xbox-360,Darkstalkers Resurrection,82,none,https://www.metacritic.com/game/xbox-360/darkstalkers-resurrection,6.4,"Mar 13, 2013",,,,2013,,,,,,,
xbox-360,The Pinball Arcade,82,none,https://www.metacritic.com/game/xbox-360/the-pinball-arcade,6.8,"Apr 4, 2012",,,,2012,,,,,,,
xbox-360,Marvel: Ultimate Alliance,82,none,https://www.metacritic.com/game/xbox-360/marvel-ultimate-alliance,7.6,"Oct 24, 2006",,,,2006,,,,,,,
xbox-360,NCAA Football 12,82,none,https://www.metacritic.com/game/xbox-360/ncaa-football-12,6.6,"Jul 12, 2011",,,,2011,,,,,,,
xbox-360,The Darkness,82,none,https://www.metacritic.com/game/xbox-360/the-darkness,8.1,"Jun 25, 2007",,,,2007,,,,,,,
xbox-360,The Walking Dead: Season Two Episode 3 - In Harm's Way,82,none,https://www.metacritic.com/game/xbox-360/the-walking-dead-season-two-episode-3---in-harms-way,8.7,"May 14, 2014",,,,2014,,,,,,,
xbox-360,Test Drive Unlimited,82,none,https://www.metacritic.com/game/xbox-360/test-drive-unlimited,8,"Sep 5, 2006",,,,2006,,,,,,,
xbox-360,Blur,82,none,https://www.metacritic.com/game/xbox-360/blur,8.2,"May 25, 2010",,,,2010,,,,,,,
xbox-360,The Elder Scrolls V: Skyrim - Dragonborn,82,none,https://www.metacritic.com/game/xbox-360/the-elder-scrolls-v-skyrim---dragonborn,8.2,"Dec 4, 2012",,,,2012,,,,,,,
xbox-360,DOOM,82,none,https://www.metacritic.com/game/xbox-360/doom,8.5,"Sep 27, 2006",,,,2006,,,,,,,
xbox-360,Mega Man 9,82,none,https://www.metacritic.com/game/xbox-360/mega-man-9,9,"Oct 1, 2008",,,,2008,,,,,,,
xbox-360,Hitman: Blood Money,82,none,https://www.metacritic.com/game/xbox-360/hitman-blood-money,8.6,"May 30, 2006",,,,2006,,,,,,,
xbox-360,Brutal Legend,82,none,https://www.metacritic.com/game/xbox-360/brutal-legend,8,"Oct 13, 2009",,,,2009,,,,,,,
xbox-360,Castle Crashers,82,none,https://www.metacritic.com/game/xbox-360/castle-crashers,8.8,"Aug 27, 2008",,,,2008,,,,,,,
xbox-360,The Chronicles of Riddick: Assault on Dark Athena,82,none,https://www.metacritic.com/game/xbox-360/the-chronicles-of-riddick-assault-on-dark-athena,8.2,"Apr 7, 2009",,,,2009,,,,,,,
xbox-360,Marvel vs. Capcom 2,82,none,https://www.metacritic.com/game/xbox-360/marvel-vs-capcom-2,8,"Jul 29, 2009",,,,2009,,,,,,,
xbox-360,Prince of Persia Classic,82,none,https://www.metacritic.com/game/xbox-360/prince-of-persia-classic,7.1,"Jun 13, 2007",,,,2007,,,,,,,
xbox-360,Fallout 3: Broken Steel,82,none,https://www.metacritic.com/game/xbox-360/fallout-3-broken-steel,8.3,"May 5, 2009",,,,2009,,,,,,,
xbox-360,Call of Duty 3,82,none,https://www.metacritic.com/game/xbox-360/call-of-duty-3,6.6,"Nov 7, 2006",,,,2006,,,,,,,
xbox-360,Split/Second,82,none,https://www.metacritic.com/game/xbox-360/splitsecond,8.1,"May 18, 2010",,,,2010,,,,,,,
xbox-360,Halo: Combat Evolved Anniversary,82,none,https://www.metacritic.com/game/xbox-360/halo-combat-evolved-anniversary,8.2,"Nov 15, 2011",,,,2011,,,,,,,
xbox-360,Metal Gear Rising: Revengeance,82,none,https://www.metacritic.com/game/xbox-360/metal-gear-rising-revengeance,7.9,"Feb 19, 2013",,,,2013,,,,,,,
xbox-360,Pro Evolution Soccer 2013,82,none,https://www.metacritic.com/game/xbox-360/pro-evolution-soccer-2013,7,"Sep 25, 2012",,,,2012,,,,,,,
xbox-360,Sonic & All-Stars Racing Transformed,82,none,https://www.metacritic.com/game/xbox-360/sonic-all-stars-racing-transformed,8.3,"Nov 18, 2012",,,,2012,,,,,,,
xbox-360,Command & Conquer 3: Tiberium Wars,82,none,https://www.metacritic.com/game/xbox-360/command-conquer-3-tiberium-wars,7.4,"May 8, 2007",,,,2007,,,,,,,
xbox-360,Final Fantasy XIII,82,none,https://www.metacritic.com/game/xbox-360/final-fantasy-xiii,6.1,"Mar 9, 2010",,,,2010,,,,,,,
xbox-360,The Wolf Among Us: Episode 1 - Faith,82,none,https://www.metacritic.com/game/xbox-360/the-wolf-among-us-episode-1---faith,8.4,"Oct 11, 2013",,,,2013,,,,,,,
xbox-360,Sonic the Hedgehog 2,82,none,https://www.metacritic.com/game/xbox-360/sonic-the-hedgehog-2,7.8,"Sep 12, 2007",,,,2007,,,,,,,
xbox-360,FIFA Soccer 08,82,none,https://www.metacritic.com/game/xbox-360/fifa-soccer-08,7.8,"Oct 9, 2007",,,,2007,,,,,,,
xbox-360,Enslaved: Odyssey to the West,82,none,https://www.metacritic.com/game/xbox-360/enslaved-odyssey-to-the-west,7.8,"Oct 5, 2010",,,,2010,,,,,,,
xbox-360,Halo Wars,82,none,https://www.metacritic.com/game/xbox-360/halo-wars,7.5,"Mar 3, 2009",,,,2009,,,,,,,
xbox-360,The Walking Dead: Episode 4 - Around Every Corner,82,none,https://www.metacritic.com/game/xbox-360/the-walking-dead-episode-4---around-every-corner,8.3,"Oct 10, 2012",,,,2012,,,,,,,
xbox-360,SSX,82,none,https://www.metacritic.com/game/xbox-360/ssx,6.4,"Feb 28, 2012",,,,2012,,,,,,,
xbox-360,Tom Clancy's Splinter Cell: Blacklist,82,none,https://www.metacritic.com/game/xbox-360/tom-clancys-splinter-cell-blacklist,7.5,"Aug 20, 2013",,,,2013,,,,,,,
xbox-360,College Hoops 2K7,82,none,https://www.metacritic.com/game/xbox-360/college-hoops-2k7,8.2,"Nov 20, 2006",,,,2006,,,,,,,
xbox-360,Joe Danger 2: The Movie,82,none,https://www.metacritic.com/game/xbox-360/joe-danger-2-the-movie,7.2,"Sep 14, 2012",,,,2012,,,,,,,
xbox-360,Catherine,82,none,https://www.metacritic.com/game/xbox-360/catherine,8.1,"Jul 26, 2011",,,,2011,,,,,,,
xbox-360,Condemned: Criminal Origins,81,none,https://www.metacritic.com/game/xbox-360/condemned-criminal-origins,8.2,"Nov 16, 2005",,,,2005,,,,,,,
xbox-360,Tony Hawk's Project 8,81,none,https://www.metacritic.com/game/xbox-360/tony-hawks-project-8,7.6,"Nov 7, 2006",,,,2006,,,,,,,
xbox-360,Saints Row IV,81,none,https://www.metacritic.com/game/xbox-360/saints-row-iv,6.6,"Aug 20, 2013",,,,2013,,,,,,,
xbox-360,Injustice: Gods Among Us,81,none,https://www.metacritic.com/game/xbox-360/injustice-gods-among-us,7.9,"Apr 16, 2013",,,,2013,,,,,,,
xbox-360,NBA 2K8,81,none,https://www.metacritic.com/game/xbox-360/nba-2k8,6.8,"Oct 2, 2007",,,,2007,,,,,,,
xbox-360,NHL 14,81,none,https://www.metacritic.com/game/xbox-360/nhl-14,6,"Sep 10, 2013",,,,2013,,,,,,,
xbox-360,Kingdoms of Amalur: Reckoning - The Legend of Dead Kel,81,none,https://www.metacritic.com/game/xbox-360/kingdoms-of-amalur-reckoning---the-legend-of-dead-kel,7.8,"Mar 20, 2012",,,,2012,,,,,,,
xbox-360,Torchlight,81,none,https://www.metacritic.com/game/xbox-360/torchlight,7.7,"Mar 9, 2011",,,,2011,,,,,,,
xbox-360,Renegade Ops,81,none,https://www.metacritic.com/game/xbox-360/renegade-ops,8.1,"Sep 14, 2011",,,,2011,,,,,,,
xbox-360,Saints Row,81,none,https://www.metacritic.com/game/xbox-360/saints-row,7.5,"Aug 29, 2006",,,,2006,,,,,,,
xbox-360,LEGO Star Wars II: The Original Trilogy,81,none,https://www.metacritic.com/game/xbox-360/lego-star-wars-ii-the-original-trilogy,8,"Sep 12, 2006",,,,2006,,,,,,,
xbox-360,Saints Row 2,81,none,https://www.metacritic.com/game/xbox-360/saints-row-2,8.1,"Oct 14, 2008",,,,2008,,,,,,,
xbox-360,NCAA Football 08,81,none,https://www.metacritic.com/game/xbox-360/ncaa-football-08,7.8,"Jul 17, 2007",,,,2007,,,,,,,
xbox-360,Dishonored: The Brigmore Witches,81,none,https://www.metacritic.com/game/xbox-360/dishonored-the-brigmore-witches,7.6,"Aug 13, 2013",,,,2013,,,,,,,
xbox-360,Virtua Fighter 5 Final Showdown,81,none,https://www.metacritic.com/game/xbox-360/virtua-fighter-5-final-showdown,8.2,"Jun 6, 2012",,,,2012,,,,,,,
xbox-360,Sensible World of Soccer,81,none,https://www.metacritic.com/game/xbox-360/sensible-world-of-soccer,7.2,"Dec 19, 2007",,,,2007,,,,,,,
xbox-360,Toy Soldiers: Cold War,81,none,https://www.metacritic.com/game/xbox-360/toy-soldiers-cold-war,8.6,"Aug 17, 2011",,,,2011,,,,,,,
xbox-360,Assassin's Creed,81,none,https://www.metacritic.com/game/xbox-360/assassins-creed,7.7,"Nov 13, 2007",,,,2007,,,,,,,
xbox-360,ilomilo,81,none,https://www.metacritic.com/game/xbox-360/ilomilo,8.3,"Jan 5, 2011",,,,2011,,,,,,,
xbox-360,Uno,81,none,https://www.metacritic.com/game/xbox-360/uno,7.9,"May 9, 2006",,,,2006,,,,,,,
xbox-360,Super Time Force,81,none,https://www.metacritic.com/game/xbox-360/super-time-force,5.8,"May 14, 2014",,,,2014,,,,,,,
xbox-360,Toy Soldiers,81,none,https://www.metacritic.com/game/xbox-360/toy-soldiers,8.7,"Mar 3, 2010",,,,2010,,,,,,,
xbox-360,Crysis,81,none,https://www.metacritic.com/game/xbox-360/crysis,7.6,"Oct 4, 2011",,,,2011,,,,,,,
xbox-360,Just Cause 2,81,none,https://www.metacritic.com/game/xbox-360/just-cause-2,8,"Mar 23, 2010",,,,2010,,,,,,,
xbox-360,RAGE,81,none,https://www.metacritic.com/game/xbox-360/rage,6.7,"Oct 4, 2011",,,,2011,,,,,,,
xbox-360,Rockstar Games presents Table Tennis,81,none,https://www.metacritic.com/game/xbox-360/rockstar-games-presents-table-tennis,7.7,"May 22, 2006",,,,2006,,,,,,,
xbox-360,Borderlands 2: Captain Scarlett and Her Pirate's Booty,81,none,https://www.metacritic.com/game/xbox-360/borderlands-2-captain-scarlett-and-her-pirates-booty,7.6,"Oct 16, 2012",,,,2012,,,,,,,
xbox-360,The Dishwasher: Vampire Smile,81,none,https://www.metacritic.com/game/xbox-360/the-dishwasher-vampire-smile,8.2,"Apr 6, 2011",,,,2011,,,,,,,
xbox-360,Skulls of the Shogun,81,none,https://www.metacritic.com/game/xbox-360/skulls-of-the-shogun,8.1,"Jan 30, 2013",,,,2013,,,,,,,
xbox-360,Borderlands: The Zombie Island of Dr. Ned,81,none,https://www.metacritic.com/game/xbox-360/borderlands-the-zombie-island-of-dr-ned,8,"Nov 24, 2009",,,,2009,,,,,,,
xbox-360,Terraria,81,none,https://www.metacritic.com/game/xbox-360/terraria,7.2,"Mar 27, 2013",,,,2013,,,,,,,
xbox-360,Madden NFL 13,81,Kinect Compatible,https://www.metacritic.com/game/xbox-360/madden-nfl-13,5.8,"Aug 28, 2012",,,,2012,,,,,,,
xbox-360,Poker Smash,81,none,https://www.metacritic.com/game/xbox-360/poker-smash,8.5,"Feb 6, 2008",,,,2008,,,,,,,
xbox-360,College Hoops 2K8,81,none,https://www.metacritic.com/game/xbox-360/college-hoops-2k8,6.9,"Nov 19, 2007",,,,2007,,,,,,,
xbox-360,Monaco: What's Yours Is Mine,81,none,https://www.metacritic.com/game/xbox-360/monaco-whats-yours-is-mine,7.3,"May 10, 2013",,,,2013,,,,,,,
xbox-360,Midnight Club: Los Angeles,81,none,https://www.metacritic.com/game/xbox-360/midnight-club-los-angeles,8.3,"Oct 20, 2008",,,,2008,,,,,,,
xbox-360,Catan,81,none,https://www.metacritic.com/game/xbox-360/catan,7.7,"May 2, 2007",,,,2007,,,,,,,
xbox-360,Mass Effect 2: Overlord,81,none,https://www.metacritic.com/game/xbox-360/mass-effect-2-overlord,7.6,"Jun 15, 2010",,,,2010,,,,,,,
xbox-360,NBA 2K6,81,none,https://www.metacritic.com/game/xbox-360/nba-2k6,8.7,"Nov 16, 2005",,,,2005,,,,,,,
xbox-360,Perfect Dark Zero,81,none,https://www.metacritic.com/game/xbox-360/perfect-dark-zero,7.2,"Nov 17, 2005",,,,2005,,,,,,,
xbox-360,WWE SmackDown vs. Raw 2007,81,none,https://www.metacritic.com/game/xbox-360/wwe-smackdown-vs-raw-2007,7.9,"Nov 14, 2006",,,,2006,,,,,,,
xbox-360,Ninja Gaiden II,81,none,https://www.metacritic.com/game/xbox-360/ninja-gaiden-ii,8,"Jun 3, 2008",,,,2008,,,,,,,
xbox-360,Kinect Party,81,none,https://www.metacritic.com/game/xbox-360/kinect-party,6.8,"Dec 17, 2012",,,,2012,,,,,,,
xbox-360,Puzzle Quest 2,81,none,https://www.metacritic.com/game/xbox-360/puzzle-quest-2,8.5,"Jun 30, 2010",,,,2010,,,,,,,
xbox-360,Prince of Persia,81,none,https://www.metacritic.com/game/xbox-360/prince-of-persia,7.1,"Dec 2, 2008",,,,2008,,,,,,,
xbox-360,Madden NFL 25,80,none,https://www.metacritic.com/game/xbox-360/madden-nfl-25,5.6,"Aug 27, 2013",,,,2013,,,,,,,
xbox-360,Ace Combat 6: Fires of Liberation,80,none,https://www.metacritic.com/game/xbox-360/ace-combat-6-fires-of-liberation,7.9,"Oct 23, 2007",,,,2007,,,,,,,
xbox-360,LEGO Marvel Super Heroes,80,none,https://www.metacritic.com/game/xbox-360/lego-marvel-super-heroes,7.8,"Oct 22, 2013",,,,2013,,,,,,,
xbox-360,Bully: Scholarship Edition,80,none,https://www.metacritic.com/game/xbox-360/bully-scholarship-edition,8.3,"Mar 4, 2008",,,,2008,,,,,,,
xbox-360,Rocket Riot,80,none,https://www.metacritic.com/game/xbox-360/rocket-riot,7.6,"Jun 17, 2009",,,,2009,,,,,,,
xbox-360,Assassin's Creed: Revelations,80,none,https://www.metacritic.com/game/xbox-360/assassins-creed-revelations,7.3,"Nov 15, 2011",,,,2011,,,,,,,
xbox-360,Madden NFL 07,80,none,https://www.metacritic.com/game/xbox-360/madden-nfl-07,6,"Aug 22, 2006",,,,2006,,,,,,,
xbox-360,WWE SmackDown vs. Raw 2010,80,none,https://www.metacritic.com/game/xbox-360/wwe-smackdown-vs-raw-2010,8.3,"Oct 20, 2009",,,,2009,,,,,,,
xbox-360,Tiger Woods PGA Tour 10,80,none,https://www.metacritic.com/game/xbox-360/tiger-woods-pga-tour-10,6.9,"Jun 8, 2009",,,,2009,,,,,,,
xbox-360,Condemned 2: Bloodshot,80,none,https://www.metacritic.com/game/xbox-360/condemned-2-bloodshot,8.4,"Mar 11, 2008",,,,2008,,,,,,,
xbox-360,Far Cry 3: Blood Dragon,80,none,https://www.metacritic.com/game/xbox-360/far-cry-3-blood-dragon,8.4,"May 1, 2013",,,,2013,,,,,,,
xbox-360,Driver: San Francisco,80,none,https://www.metacritic.com/game/xbox-360/driver-san-francisco,7.6,"Sep 6, 2011",,,,2011,,,,,,,
xbox-360,Space Invaders Extreme,80,none,https://www.metacritic.com/game/xbox-360/space-invaders-extreme,8,"May 6, 2009",,,,2009,,,,,,,
xbox-360,LEGO The Lord of the Rings,80,none,https://www.metacritic.com/game/xbox-360/lego-the-lord-of-the-rings,8.3,"Nov 13, 2012",,,,2012,,,,,,,
xbox-360,From Dust,80,none,https://www.metacritic.com/game/xbox-360/from-dust,7.7,"Jul 27, 2011",,,,2011,,,,,,,
xbox-360,NBA Street Homecourt,80,none,https://www.metacritic.com/game/xbox-360/nba-street-homecourt,7.8,"Feb 20, 2007",,,,2007,,,,,,,
xbox-360,Duke Nukem 3D,80,none,https://www.metacritic.com/game/xbox-360/duke-nukem-3d,8.1,"Sep 24, 2008",,,,2008,,,,,,,
xbox-360,Darwinia+,80,none,https://www.metacritic.com/game/xbox-360/darwinia+,6.3,"Feb 10, 2010",,,,2010,,,,,,,
xbox-360,The Darkness II,80,none,https://www.metacritic.com/game/xbox-360/the-darkness-ii,7.6,"Feb 7, 2012",,,,2012,,,,,,,
xbox-360,IL-2 Sturmovik: Birds of Prey,80,none,https://www.metacritic.com/game/xbox-360/il-2-sturmovik-birds-of-prey,8.1,"Sep 8, 2009",,,,2009,,,,,,,
