platform,Title,Score,compatibility,link,user score,release date,Price,price charting id,,release year,score tier,score pctl,price tier,price pctl,points per dollar,ppd 69,
playstation-2,Shadow Hearts: From the New World,76,,https://www.metacritic.com/game/playstation-2/shadow-hearts-from-the-new-world,8.3,"Mar 7, 2006",,,,2006,,,,,,,
playstation-2,High Heat Major League Baseball 2002,76,,https://www.metacritic.com/game/playstation-2/high-heat-major-league-baseball-2002,7.3,"Mar 26, 2001",,,,2001,,,,,,,
playstation-2,MVP 06 NCAA Baseball,76,,https://www.metacritic.com/game/playstation-2/mvp-06-ncaa-baseball,8.6,"Jan 18, 2006",,,,2006,,,,,,,
playstation-2,Rayman 3: Hoodlum Havoc,76,,https://www.metacritic.com/game/playstation-2/rayman-3-hoodlum-havoc,8.8,"Mar 17, 2003",,,,2003,,,,,,,
playstation-2,Tokyo Xtreme Racer Zero,76,,https://www.metacritic.com/game/playstation-2/tokyo-xtreme-racer-zero,8.8,"May 28, 2001",,,,2001,,,,,,,
playstation-2,Heroes of the Pacific,76,,https://www.metacritic.com/game/playstation-2/heroes-of-the-pacific,8.4,"Sep 28, 2005",,,,2005,,,,,,,
playstation-2,The Bard's Tale,76,,https://www.metacritic.com/game/playstation-2/the-bards-tale,7.9,"Oct 26, 2004",,,,2004,,,,,,,
playstation-2,Marvel vs. Capcom 2,76,,https://www.metacritic.com/game/playstation-2/marvel-vs-capcom-2,8.7,"Nov 18, 2002",,,,2002,,,,,,,
playstation-2,NFL Blitz 20-02,76,,https://www.metacritic.com/game/playstation-2/nfl-blitz-20-02,8.3,"Feb 6, 2002",,,,2002,,,,,,,
playstation-2,Jade Cocoon 2,76,,https://www.metacritic.com/game/playstation-2/jade-cocoon-2,7.9,"Dec 17, 2001",,,,2001,,,,,,,
playstation-2,WWF SmackDown! Just Bring It,76,,https://www.metacritic.com/game/playstation-2/wwf-smackdown!-just-bring-it,7.2,"Nov 18, 2001",,,,2001,,,,,,,
playstation-2,Manhunt,76,,https://www.metacritic.com/game/playstation-2/manhunt,8.4,"Nov 18, 2003",,,,2003,,,,,,,
playstation-2,Silent Hill 4: The Room,76,,https://www.metacritic.com/game/playstation-2/silent-hill-4-the-room,8,"Sep 7, 2004",,,,2004,,,,,,,
playstation-2,UEFA Euro 2004: Portugal,76,,https://www.metacritic.com/game/playstation-2/uefa-euro-2004-portugal,6.4,"May 4, 2004",,,,2004,,,,,,,
playstation-2,Grand Prix Challenge,76,,https://www.metacritic.com/game/playstation-2/grand-prix-challenge,8.3,"Mar 3, 2003",,,,2003,,,,,,,
playstation-2,Summoner 2,76,,https://www.metacritic.com/game/playstation-2/summoner-2,8.4,"Sep 23, 2002",,,,2002,,,,,,,
playstation-2,MX Superfly,76,,https://www.metacritic.com/game/playstation-2/mx-superfly,8.3,"Jun 17, 2002",,,,2002,,,,,,,
playstation-2,SingStar Amped,76,,https://www.metacritic.com/game/playstation-2/singstar-amped,,"Sep 18, 2007",,,,2007,,,,,,,
playstation-2,Nobunaga's Ambition: Iron Triangle,76,,https://www.metacritic.com/game/playstation-2/nobunagas-ambition-iron-triangle,8.4,"Jan 27, 2009",,,,2009,,,,,,,
playstation-2,Suikoden V,76,,https://www.metacritic.com/game/playstation-2/suikoden-v,8.9,"Mar 21, 2006",,,,2006,,,,,,,
playstation-2,Jak X: Combat Racing,76,,https://www.metacritic.com/game/playstation-2/jak-x-combat-racing,7.9,"Oct 18, 2005",,,,2005,,,,,,,
playstation-2,Midway Arcade Treasures,76,,https://www.metacritic.com/game/playstation-2/midway-arcade-treasures,8.2,"Nov 18, 2003",,,,2003,,,,,,,
playstation-2,The Godfather,75,,https://www.metacritic.com/game/playstation-2/the-godfather,8.5,"Mar 21, 2006",,,,2006,,,,,,,
playstation-2,Yakuza,75,,https://www.metacritic.com/game/playstation-2/yakuza,8.5,"Sep 5, 2006",,,,2006,,,,,,,
playstation-2,Area 51,75,,https://www.metacritic.com/game/playstation-2/area-51,8.3,"Apr 25, 2005",,,,2005,,,,,,,
playstation-2,Armored Core 2: Another Age,75,,https://www.metacritic.com/game/playstation-2/armored-core-2-another-age,8.5,"Aug 20, 2001",,,,2001,,,,,,,
playstation-2,Buzz! The Mega Quiz,75,,https://www.metacritic.com/game/playstation-2/buzz!-the-mega-quiz,8.7,"Oct 30, 2007",,,,2007,,,,,,,
playstation-2,SkyGunner,75,,https://www.metacritic.com/game/playstation-2/skygunner,8,"Jun 24, 2002",,,,2002,,,,,,,
playstation-2,NHL 2005,75,,https://www.metacritic.com/game/playstation-2/nhl-2005,8.3,"Sep 20, 2004",,,,2004,,,,,,,
playstation-2,Ready 2 Rumble Boxing: Round 2,75,,https://www.metacritic.com/game/playstation-2/ready-2-rumble-boxing-round-2,7.3,"Oct 23, 2000",,,,2000,,,,,,,
playstation-2,Mortal Kombat: Armageddon,75,,https://www.metacritic.com/game/playstation-2/mortal-kombat-armageddon,8.3,"Oct 9, 2006",,,,2006,,,,,,,
playstation-2,The Suffering: Ties That Bind,75,,https://www.metacritic.com/game/playstation-2/the-suffering-ties-that-bind,8.1,"Sep 26, 2005",,,,2005,,,,,,,
playstation-2,Naruto: Ultimate Ninja,75,,https://www.metacritic.com/game/playstation-2/naruto-ultimate-ninja,7.6,"Jun 26, 2006",,,,2006,,,,,,,
playstation-2,Activision Anthology,75,,https://www.metacritic.com/game/playstation-2/activision-anthology,8.1,"Nov 19, 2002",,,,2002,,,,,,,
playstation-2,Naruto: Ultimate Ninja 3,75,,https://www.metacritic.com/game/playstation-2/naruto-ultimate-ninja-3,8.6,"Mar 25, 2008",,,,2008,,,,,,,
playstation-2,.hack//Infection Part 1,75,,https://www.metacritic.com/game/playstation-2/hackinfection-part-1,8.3,"Feb 10, 2003",,,,2003,,,,,,,
playstation-2,Le Mans 24 Hours,75,,https://www.metacritic.com/game/playstation-2/le-mans-24-hours,7.6,"Aug 13, 2001",,,,2001,,,,,,,
playstation-2,Army Men: Air Attack 2,75,,https://www.metacritic.com/game/playstation-2/army-men-air-attack-2,8,"Mar 23, 2001",,,,2001,,,,,,,
playstation-2,Legacy of Kain: Defiance,75,,https://www.metacritic.com/game/playstation-2/legacy-of-kain-defiance,8.8,"Nov 11, 2003",,,,2003,,,,,,,
playstation-2,Victorious Boxers: Ippo's Road to Glory,75,,https://www.metacritic.com/game/playstation-2/victorious-boxers-ippos-road-to-glory,8,"Nov 5, 2001",,,,2001,,,,,,,
playstation-2,SingStar Country,75,,https://www.metacritic.com/game/playstation-2/singstar-country,,"Oct 28, 2008",,,,2008,,,,,,,
playstation-2,Crimson Sea 2,75,,https://www.metacritic.com/game/playstation-2/crimson-sea-2,8.1,"Mar 30, 2004",,,,2004,,,,,,,
playstation-2,Ace Combat Zero: The Belkan War,75,,https://www.metacritic.com/game/playstation-2/ace-combat-zero-the-belkan-war,8.5,"Apr 25, 2006",,,,2006,,,,,,,
playstation-2,Test Drive Unlimited,75,,https://www.metacritic.com/game/playstation-2/test-drive-unlimited,8.3,"Mar 20, 2007",,,,2007,,,,,,,
playstation-2,Front Mission 4,75,,https://www.metacritic.com/game/playstation-2/front-mission-4,8.8,"Jun 15, 2004",,,,2004,,,,,,,
playstation-2,Super Bust-A-Move,75,,https://www.metacritic.com/game/playstation-2/super-bust-a-move,,"Nov 26, 2000",,,,2000,,,,,,,
playstation-2,Kessen,75,,https://www.metacritic.com/game/playstation-2/kessen,8.3,"Nov 13, 2000",,,,2000,,,,,,,
playstation-2,The Sims 2,75,,https://www.metacritic.com/game/playstation-2/the-sims-2,4.7,"Oct 24, 2005",,,,2005,,,,,,,
playstation-2,Scarface: The World Is Yours,75,,https://www.metacritic.com/game/playstation-2/scarface-the-world-is-yours,8.7,"Oct 8, 2006",,,,2006,,,,,,,
playstation-2,Transformers,75,,https://www.metacritic.com/game/playstation-2/transformers,8.6,"May 11, 2004",,,,2004,,,,,,,
playstation-2,Jurassic Park: Operation Genesis,75,,https://www.metacritic.com/game/playstation-2/jurassic-park-operation-genesis,8.6,"Mar 25, 2003",,,,2003,,,,,,,
playstation-2,BloodRayne,75,,https://www.metacritic.com/game/playstation-2/bloodrayne,8.3,"Oct 15, 2002",,,,2002,,,,,,,
playstation-2,Grand Theft Auto: Vice City Stories,75,,https://www.metacritic.com/game/playstation-2/grand-theft-auto-vice-city-stories,7.7,"Mar 5, 2007",,,,2007,,,,,,,
playstation-2,Shadow of Rome,75,,https://www.metacritic.com/game/playstation-2/shadow-of-rome,8.5,"Feb 8, 2005",,,,2005,,,,,,,
playstation-2,Dynasty Warriors 2,75,,https://www.metacritic.com/game/playstation-2/dynasty-warriors-2,8.7,"Oct 25, 2000",,,,2000,,,,,,,
playstation-2,The King of Fighters XI,75,,https://www.metacritic.com/game/playstation-2/the-king-of-fighters-xi,8.6,"Nov 13, 2007",,,,2007,,,,,,,
playstation-2,Stella Deus: The Gate of Eternity,75,,https://www.metacritic.com/game/playstation-2/stella-deus-the-gate-of-eternity,8.5,"Apr 26, 2005",,,,2005,,,,,,,
playstation-2,Triple Play Baseball,74,,https://www.metacritic.com/game/playstation-2/triple-play-baseball,,"Mar 12, 2001",,,,2001,,,,,,,
playstation-2,Tiger Woods PGA Tour 2001,74,,https://www.metacritic.com/game/playstation-2/tiger-woods-pga-tour-2001,,"Feb 26, 2001",,,,2001,,,,,,,
playstation-2,Destroy All Humans! 2,74,,https://www.metacritic.com/game/playstation-2/destroy-all-humans!-2,8.6,"Oct 17, 2006",,,,2006,,,,,,,
playstation-2,Spartan: Total Warrior,74,,https://www.metacritic.com/game/playstation-2/spartan-total-warrior,8.5,"Oct 25, 2005",,,,2005,,,,,,,
playstation-2,Radiata Stories,74,,https://www.metacritic.com/game/playstation-2/radiata-stories,8.6,"Sep 6, 2005",,,,2005,,,,,,,
playstation-2,Capcom Classics Collection Volume 2,74,,https://www.metacritic.com/game/playstation-2/capcom-classics-collection-volume-2,8,"Nov 24, 2006",,,,2006,,,,,,,
playstation-2,Smash Court Tennis Pro Tournament 2,74,,https://www.metacritic.com/game/playstation-2/smash-court-tennis-pro-tournament-2,8.6,"Jun 8, 2004",,,,2004,,,,,,,
playstation-2,Midway Arcade Treasures 2,74,,https://www.metacritic.com/game/playstation-2/midway-arcade-treasures-2,7.8,"Oct 11, 2004",,,,2004,,,,,,,
playstation-2,Magic Pengel: The Quest for Color,74,,https://www.metacritic.com/game/playstation-2/magic-pengel-the-quest-for-color,7.5,"Jun 26, 2003",,,,2003,,,,,,,
playstation-2,EverQuest Online Adventures,74,,https://www.metacritic.com/game/playstation-2/everquest-online-adventures,8.1,"Feb 9, 2003",,,,2003,,,,,,,
playstation-2,NCAA March Madness 2003,74,,https://www.metacritic.com/game/playstation-2/ncaa-march-madness-2003,7.9,"Nov 21, 2002",,,,2002,,,,,,,
playstation-2,Rocky,74,,https://www.metacritic.com/game/playstation-2/rocky,8.5,"Nov 18, 2002",,,,2002,,,,,,,
playstation-2,NBA Live 2001,74,,https://www.metacritic.com/game/playstation-2/nba-live-2001,,"Jan 22, 2001",,,,2001,,,,,,,
playstation-2,Destroy All Humans!,74,,https://www.metacritic.com/game/playstation-2/destroy-all-humans!,8.1,"Jun 21, 2005",,,,2005,,,,,,,
playstation-2,Genji: Dawn of the Samurai,74,,https://www.metacritic.com/game/playstation-2/genji-dawn-of-the-samurai,8.7,"Sep 20, 2005",,,,2005,,,,,,,
playstation-2,Rugby 08,74,,https://www.metacritic.com/game/playstation-2/rugby-08,7.4,"Jul 17, 2007",,,,2007,,,,,,,
playstation-2,Headhunter,74,,https://www.metacritic.com/game/playstation-2/headhunter,8.1,"May 9, 2002",,,,2002,,,,,,,
playstation-2,Summoner,74,,https://www.metacritic.com/game/playstation-2/summoner,7.5,"Oct 25, 2000",,,,2000,,,,,,,
playstation-2,Need for Speed Carbon,74,,https://www.metacritic.com/game/playstation-2/need-for-speed-carbon,8.3,"Oct 31, 2006",,,,2006,,,,,,,
playstation-2,Steambot Chronicles,74,,https://www.metacritic.com/game/playstation-2/steambot-chronicles,8.3,"May 23, 2006",,,,2006,,,,,,,
playstation-2,Tourist Trophy,74,,https://www.metacritic.com/game/playstation-2/tourist-trophy,8.4,"Apr 4, 2006",,,,2006,,,,,,,
playstation-2,Full Spectrum Warrior,74,,https://www.metacritic.com/game/playstation-2/full-spectrum-warrior,8,"Mar 21, 2005",,,,2005,,,,,,,
playstation-2,Ultimate Spider-Man,74,,https://www.metacritic.com/game/playstation-2/ultimate-spider-man,8,"Sep 22, 2005",,,,2005,,,,,,,
playstation-2,Romance of the Three Kingdoms IX,74,,https://www.metacritic.com/game/playstation-2/romance-of-the-three-kingdoms-ix,8.1,"Feb 24, 2004",,,,2004,,,,,,,
playstation-2,Armored Core 3,74,,https://www.metacritic.com/game/playstation-2/armored-core-3,8.7,"Sep 5, 2002",,,,2002,,,,,,,
playstation-2,Way of the Samurai,74,,https://www.metacritic.com/game/playstation-2/way-of-the-samurai,8,"May 31, 2002",,,,2002,,,,,,,
playstation-2,Shin Megami Tensei: Devil Summoner - Raidou Kuzunoha vs. the Soulless Army,74,,https://www.metacritic.com/game/playstation-2/shin-megami-tensei-devil-summoner---raidou-kuzunoha-vs-the-soulless-army,2.9,"Oct 10, 2006",,,,2006,,,,,,,
playstation-2,Fatal Frame,74,,https://www.metacritic.com/game/playstation-2/fatal-frame,8.7,"Mar 4, 2002",,,,2002,,,,,,,
playstation-2,Atelier Iris: Eternal Mana,74,,https://www.metacritic.com/game/playstation-2/atelier-iris-eternal-mana,8,"Jun 28, 2005",,,,2005,,,,,,,
playstation-2,Darkwatch,74,,https://www.metacritic.com/game/playstation-2/darkwatch,8.2,"Aug 16, 2005",,,,2005,,,,,,,
playstation-2,Tak: The Great Juju Challenge,74,,https://www.metacritic.com/game/playstation-2/tak-the-great-juju-challenge,8.1,"Sep 19, 2005",,,,2005,,,,,,,
playstation-2,Kessen III,73,,https://www.metacritic.com/game/playstation-2/kessen-iii,8.1,"Feb 22, 2005",,,,2005,,,,,,,
playstation-2,Naruto: Ultimate Ninja 2,73,,https://www.metacritic.com/game/playstation-2/naruto-ultimate-ninja-2,7.8,"Jun 12, 2007",,,,2007,,,,,,,
playstation-2,FlatOut 2,73,,https://www.metacritic.com/game/playstation-2/flatout-2,7.8,"Aug 1, 2006",,,,2006,,,,,,,
playstation-2,Red Dead Revolver,73,,https://www.metacritic.com/game/playstation-2/red-dead-revolver,7.9,"May 3, 2004",,,,2004,,,,,,,
playstation-2,Sonic Mega Collection Plus,73,,https://www.metacritic.com/game/playstation-2/sonic-mega-collection-plus,8.6,"Nov 2, 2004",,,,2004,,,,,,,
playstation-2,Crash: Mind Over Mutant,73,,https://www.metacritic.com/game/playstation-2/crash-mind-over-mutant,6.5,"Oct 7, 2008",,,,2008,,,,,,,
playstation-2,kill.switch,73,,https://www.metacritic.com/game/playstation-2/killswitch,8.2,"Oct 28, 2003",,,,2003,,,,,,,
playstation-2,Pride FC: Fighting Championships,73,,https://www.metacritic.com/game/playstation-2/pride-fc-fighting-championships,8.7,"Feb 11, 2003",,,,2003,,,,,,,
playstation-2,Rally Fusion: Race of Champions,73,,https://www.metacritic.com/game/playstation-2/rally-fusion-race-of-champions,,"Nov 11, 2002",,,,2002,,,,,,,
playstation-2,Sled Storm,73,,https://www.metacritic.com/game/playstation-2/sled-storm,8,"Mar 11, 2002",,,,2002,,,,,,,
playstation-2,Formula One 2001,73,,https://www.metacritic.com/game/playstation-2/formula-one-2001,6,"Sep 24, 2001",,,,2001,,,,,,,
playstation-2,Gauntlet: Dark Legacy,73,,https://www.metacritic.com/game/playstation-2/gauntlet-dark-legacy,8.3,"May 1, 2001",,,,2001,,,,,,,
playstation-2,Lumines Plus,73,,https://www.metacritic.com/game/playstation-2/lumines-plus,,"Feb 27, 2007",,,,2007,,,,,,,
playstation-2,Guilty Gear Isuka,73,,https://www.metacritic.com/game/playstation-2/guilty-gear-isuka,7.5,"Nov 2, 2004",,,,2004,,,,,,,
playstation-2,SingStar Queen,73,,https://www.metacritic.com/game/playstation-2/singstar-queen,7.8,"Aug 4, 2009",,,,2009,,,,,,,
playstation-2,XIII,73,,https://www.metacritic.com/game/playstation-2/xiii,8.6,"Nov 18, 2003",,,,2003,,,,,,,
playstation-2,Urban Chaos: Riot Response,73,,https://www.metacritic.com/game/playstation-2/urban-chaos-riot-response,8.1,"Jun 13, 2006",,,,2006,,,,,,,
playstation-2,Dead to Rights,73,,https://www.metacritic.com/game/playstation-2/dead-to-rights,8.4,"Nov 18, 2002",,,,2002,,,,,,,
playstation-2,Super Bust-A-Move 2,73,,https://www.metacritic.com/game/playstation-2/super-bust-a-move-2,,"Sep 24, 2002",,,,2002,,,,,,,
playstation-2,NFL Blitz 20-03,73,,https://www.metacritic.com/game/playstation-2/nfl-blitz-20-03,8.8,"Aug 12, 2002",,,,2002,,,,,,,
playstation-2,Smash Court Tennis Pro Tournament,73,,https://www.metacritic.com/game/playstation-2/smash-court-tennis-pro-tournament,7.4,"Mar 20, 2002",,,,2002,,,,,,,
playstation-2,Cold Winter,73,,https://www.metacritic.com/game/playstation-2/cold-winter,8.4,"May 11, 2005",,,,2005,,,,,,,
playstation-2,Wild Arms Alter Code: F,73,,https://www.metacritic.com/game/playstation-2/wild-arms-alter-code-f,8.3,"Nov 15, 2005",,,,2005,,,,,,,
playstation-2,I-Ninja,73,,https://www.metacritic.com/game/playstation-2/i-ninja,8.5,"Nov 18, 2003",,,,2003,,,,,,,
playstation-2,Rugby,73,,https://www.metacritic.com/game/playstation-2/rugby,8.2,"Jul 16, 2001",,,,2001,,,,,,,
playstation-2,Pump It Up: Exceed,73,,https://www.metacritic.com/game/playstation-2/pump-it-up-exceed,8.4,"Aug 29, 2005",,,,2005,,,,,,,
playstation-2,NHL 2K7,73,,https://www.metacritic.com/game/playstation-2/nhl-2k7,8,"Oct 2, 2006",,,,2006,,,,,,,
playstation-2,Snoopy vs. the Red Baron,73,,https://www.metacritic.com/game/playstation-2/snoopy-vs-the-red-baron,8.5,"Oct 24, 2006",,,,2006,,,,,,,
playstation-2,Xenosaga Episode II: Jenseits von Gut und Bose,73,,https://www.metacritic.com/game/playstation-2/xenosaga-episode-ii-jenseits-von-gut-und-bose,7.5,"Feb 15, 2005",,,,2005,,,,,,,
playstation-2,Defender,73,,https://www.metacritic.com/game/playstation-2/defender,7.7,"Oct 22, 2002",,,,2002,,,,,,,
playstation-2,2002 FIFA World Cup,73,,https://www.metacritic.com/game/playstation-2/2002-fifa-world-cup,5.6,"Apr 22, 2002",,,,2002,,,,,,,
playstation-2,The King of Fighters '98 Ultimate Match,73,,https://www.metacritic.com/game/playstation-2/the-king-of-fighters-98-ultimate-match,8.6,"Mar 3, 2009",,,,2009,,,,,,,
playstation-2,Dance Dance Revolution SuperNOVA,73,,https://www.metacritic.com/game/playstation-2/dance-dance-revolution-supernova,8.8,"Sep 26, 2006",,,,2006,,,,,,,
playstation-2,RedCard 20-03,73,,https://www.metacritic.com/game/playstation-2/redcard-20-03,7.7,"Apr 16, 2002",,,,2002,,,,,,,
playstation-2,ESPN Winter X-Games Snowboarding,73,,https://www.metacritic.com/game/playstation-2/espn-winter-x-games-snowboarding,,"Oct 24, 2000",,,,2000,,,,,,,
playstation-2,SingStar '90s,73,,https://www.metacritic.com/game/playstation-2/singstar-90s,,"Mar 18, 2008",,,,2008,,,,,,,
playstation-2,The King of Fighters 02/03,73,,https://www.metacritic.com/game/playstation-2/the-king-of-fighters-0203,8.6,"Feb 8, 2005",,,,2005,,,,,,,
playstation-2,Samurai Warriors,73,,https://www.metacritic.com/game/playstation-2/samurai-warriors,8.7,"May 6, 2004",,,,2004,,,,,,,
playstation-2,NFL Blitz Pro,73,,https://www.metacritic.com/game/playstation-2/nfl-blitz-pro,8.5,"Oct 28, 2003",,,,2003,,,,,,,
playstation-2,Lethal Skies II,73,,https://www.metacritic.com/game/playstation-2/lethal-skies-ii,,"Sep 9, 2003",,,,2003,,,,,,,
playstation-2,Mobile Suit Gundam: Federation vs. Zeon,73,,https://www.metacritic.com/game/playstation-2/mobile-suit-gundam-federation-vs-zeon,8.8,"Sep 9, 2002",,,,2002,,,,,,,
playstation-2,Gungriffon Blaze,73,,https://www.metacritic.com/game/playstation-2/gungriffon-blaze,,"Oct 24, 2000",,,,2000,,,,,,,
playstation-2,Medal of Honor: European Assault,73,,https://www.metacritic.com/game/playstation-2/medal-of-honor-european-assault,7.8,"Jun 7, 2005",,,,2005,,,,,,,
playstation-2,Shadow Hearts,73,,https://www.metacritic.com/game/playstation-2/shadow-hearts,8.7,"Dec 11, 2001",,,,2001,,,,,,,
playstation-2,Dragon Ball Z: Budokai Tenkaichi 3,73,,https://www.metacritic.com/game/playstation-2/dragon-ball-z-budokai-tenkaichi-3,8.9,"Nov 13, 2007",,,,2007,,,,,,,
playstation-2,Test Drive: Eve of Destruction,73,,https://www.metacritic.com/game/playstation-2/test-drive-eve-of-destruction,8.8,"Aug 25, 2004",,,,2004,,,,,,,
playstation-2,EyeToy: Groove,73,,https://www.metacritic.com/game/playstation-2/eyetoy-groove,8,"Apr 20, 2004",,,,2004,,,,,,,
playstation-2,God Hand,73,,https://www.metacritic.com/game/playstation-2/god-hand,9.2,"Oct 10, 2006",,,,2006,,,,,,,
playstation-2,Soul Nomad & the World Eaters,73,,https://www.metacritic.com/game/playstation-2/soul-nomad-the-world-eaters,8.1,"Sep 25, 2007",,,,2007,,,,,,,
playstation-2,Battle Engine Aquila,73,,https://www.metacritic.com/game/playstation-2/battle-engine-aquila,7.4,"Jan 19, 2003",,,,2003,,,,,,,
playstation-2,Mercury Meltdown Remix,73,,https://www.metacritic.com/game/playstation-2/mercury-meltdown-remix,,"Dec 4, 2006",,,,2006,,,,,,,
playstation-2,Primal,73,,https://www.metacritic.com/game/playstation-2/primal,8.6,"Mar 25, 2003",,,,2003,,,,,,,
playstation-2,Star Wars: Racer Revenge,73,,https://www.metacritic.com/game/playstation-2/star-wars-racer-revenge,8.1,"Feb 11, 2002",,,,2002,,,,,,,
playstation-2,Disney's Donald Duck: Goin' Quackers,73,,https://www.metacritic.com/game/playstation-2/disneys-donald-duck-goin-quackers,7.6,"Dec 13, 2000",,,,2000,,,,,,,
playstation-2,SingStar Pop,73,,https://www.metacritic.com/game/playstation-2/singstar-pop,7.4,"Apr 3, 2007",,,,2007,,,,,,,
playstation-2,Armored Core: Nexus,73,,https://www.metacritic.com/game/playstation-2/armored-core-nexus,8.8,"Sep 28, 2004",,,,2004,,,,,,,
playstation-2,Mega Man X Collection,73,,https://www.metacritic.com/game/playstation-2/mega-man-x-collection,8.9,"Jan 10, 2006",,,,2006,,,,,,,
playstation-2,Real World Golf,73,,https://www.metacritic.com/game/playstation-2/real-world-golf,6.3,"Apr 11, 2006",,,,2006,,,,,,,
playstation-2,Dragon Ball Z: Budokai Tenkaichi 2,73,,https://www.metacritic.com/game/playstation-2/dragon-ball-z-budokai-tenkaichi-2,8.6,"Nov 7, 2006",,,,2006,,,,,,,
playstation-2,Tribes Aerial Assault,73,,https://www.metacritic.com/game/playstation-2/tribes-aerial-assault,8.8,"Sep 23, 2002",,,,2002,,,,,,,
playstation-2,Twisted Metal: Head-On - Extra Twisted Edition,73,,https://www.metacritic.com/game/playstation-2/twisted-metal-head-on---extra-twisted-edition,7.8,"Feb 5, 2008",,,,2008,,,,,,,
playstation-2,The Lord of the Rings: The Third Age,73,,https://www.metacritic.com/game/playstation-2/the-lord-of-the-rings-the-third-age,8,"Nov 2, 2004",,,,2004,,,,,,,
playstation-2,Max Payne 2: The Fall of Max Payne,73,,https://www.metacritic.com/game/playstation-2/max-payne-2-the-fall-of-max-payne,8.2,"Dec 2, 2003",,,,2003,,,,,,,
playstation-2,Test Drive,73,,https://www.metacritic.com/game/playstation-2/test-drive,7.4,"May 27, 2002",,,,2002,,,,,,,
playstation-2,Pac-Man World 2,73,,https://www.metacritic.com/game/playstation-2/pac-man-world-2,7.7,"Feb 24, 2002",,,,2002,,,,,,,
playstation-2,SOCOM: U.S. Navy Seals: Combined Assault,72,,https://www.metacritic.com/game/playstation-2/socom-us-navy-seals-combined-assault,8.3,"Nov 7, 2006",,,,2006,,,,,,,
playstation-2,Bujingai: The Forsaken City,72,,https://www.metacritic.com/game/playstation-2/bujingai-the-forsaken-city,7.8,"Jul 25, 2004",,,,2004,,,,,,,
playstation-2,Siren,72,,https://www.metacritic.com/game/playstation-2/siren,8,"Apr 20, 2004",,,,2004,,,,,,,
playstation-2,Buffy the Vampire Slayer: Chaos Bleeds,72,,https://www.metacritic.com/game/playstation-2/buffy-the-vampire-slayer-chaos-bleeds,8.8,"Aug 27, 2003",,,,2003,,,,,,,
playstation-2,The Getaway,72,,https://www.metacritic.com/game/playstation-2/the-getaway,6.9,"Jan 19, 2003",,,,2003,,,,,,,
playstation-2,NBA 2K8,72,,https://www.metacritic.com/game/playstation-2/nba-2k8,6,"Oct 2, 2007",,,,2007,,,,,,,
playstation-2,Ys: The Ark of Napishtim,72,,https://www.metacritic.com/game/playstation-2/ys-the-ark-of-napishtim,8.8,"Feb 22, 2005",,,,2005,,,,,,,
playstation-2,Samurai Warriors: Xtreme Legends,72,,https://www.metacritic.com/game/playstation-2/samurai-warriors-xtreme-legends,8.6,"Nov 9, 2004",,,,2004,,,,,,,
playstation-2,Tales of Legendia,72,,https://www.metacritic.com/game/playstation-2/tales-of-legendia,8,"Feb 7, 2006",,,,2006,,,,,,,
playstation-2,Silpheed: The Lost Planet,72,,https://www.metacritic.com/game/playstation-2/silpheed-the-lost-planet,7.8,"Apr 23, 2001",,,,2001,,,,,,,
playstation-2,Super Dragon Ball Z,72,,https://www.metacritic.com/game/playstation-2/super-dragon-ball-z,6.6,"Jul 18, 2006",,,,2006,,,,,,,
playstation-2,MotorStorm Arctic Edge,72,,https://www.metacritic.com/game/playstation-2/motorstorm-arctic-edge,7.3,"Oct 20, 2009",,,,2009,,,,,,,
playstation-2,Romance of the Three Kingdoms VII,72,,https://www.metacritic.com/game/playstation-2/romance-of-the-three-kingdoms-vii,8.6,"Jun 25, 2002",,,,2002,,,,,,,
playstation-2,Pirates: The Legend of Black Kat,72,,https://www.metacritic.com/game/playstation-2/pirates-the-legend-of-black-kat,8.3,"Feb 17, 2002",,,,2002,,,,,,,
playstation-2,ESPN International Track & Field,72,,https://www.metacritic.com/game/playstation-2/espn-international-track-field,7.3,"Oct 25, 2000",,,,2000,,,,,,,
playstation-2,Fantavision,72,,https://www.metacritic.com/game/playstation-2/fantavision,6.6,"Oct 25, 2000",,,,2000,,,,,,,
playstation-2,UEFA Champions League 2006-2007,72,,https://www.metacritic.com/game/playstation-2/uefa-champions-league-2006-2007,7.5,"Mar 20, 2007",,,,2007,,,,,,,
playstation-2,The Red Star,72,,https://www.metacritic.com/game/playstation-2/the-red-star,8.3,"Apr 23, 2007",,,,2007,,,,,,,
playstation-2,Dynasty Warriors 4: Xtreme Legends,72,,https://www.metacritic.com/game/playstation-2/dynasty-warriors-4-xtreme-legends,8.3,"Nov 4, 2003",,,,2003,,,,,,,
playstation-2,Star Wars: The Clone Wars,72,,https://www.metacritic.com/game/playstation-2/star-wars-the-clone-wars,7.9,"Dec 10, 2002",,,,2002,,,,,,,
playstation-2,In the Groove,72,,https://www.metacritic.com/game/playstation-2/in-the-groove,8.5,"Jun 8, 2005",,,,2005,,,,,,,
playstation-2,Dynasty Warriors 3: Xtreme Legends,72,,https://www.metacritic.com/game/playstation-2/dynasty-warriors-3-xtreme-legends,8.5,"Jan 11, 2003",,,,2003,,,,,,,
playstation-2,Robotech: Battlecry,72,,https://www.metacritic.com/game/playstation-2/robotech-battlecry,8.2,"Sep 25, 2002",,,,2002,,,,,,,
